"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.014
"(0.1, 0.1)",-0.022
"(0.1, 0.2)",-0.002
"(0.1, 0.3)",-0.05
"(0.1, 0.4)",-0.052
"(0.1, 0.5)",-0.048
"(0.1, 0.6)",-0.036
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.05
"(0.1, 0.9)",-0.02
"(0.1, 1.0)",-0.018
"(0.2, 0.0)",-0.068
"(0.2, 0.1)",-0.044
"(0.2, 0.2)",-0.068
"(0.2, 0.3)",-0.074
"(0.2, 0.4)",-0.08
"(0.2, 0.5)",-0.044
"(0.2, 0.6)",-0.066
"(0.2, 0.7)",-0.076
"(0.2, 0.8)",-0.052
"(0.2, 0.9)",-0.058
"(0.2, 1.0)",-0.05
"(0.3, 0.0)",-0.088
"(0.3, 0.1)",-0.046
"(0.3, 0.2)",-0.058
"(0.3, 0.3)",-0.092
"(0.3, 0.4)",-0.032
"(0.3, 0.5)",-0.078
"(0.3, 0.6)",-0.098
"(0.3, 0.7)",-0.08
"(0.3, 0.8)",-0.016
"(0.3, 0.9)",-0.052
"(0.3, 1.0)",-0.028
"(0.4, 0.0)",-0.112
"(0.4, 0.1)",-0.09
"(0.4, 0.2)",-0.14
"(0.4, 0.3)",-0.104
"(0.4, 0.4)",-0.09
"(0.4, 0.5)",-0.1
"(0.4, 0.6)",-0.086
"(0.4, 0.7)",-0.102
"(0.4, 0.8)",-0.056
"(0.4, 0.9)",-0.044
"(0.4, 1.0)",-0.064
"(0.5, 0.0)",-0.094
"(0.5, 0.1)",-0.064
"(0.5, 0.2)",-0.086
"(0.5, 0.3)",-0.08
"(0.5, 0.4)",-0.19
"(0.5, 0.5)",-0.1
"(0.5, 0.6)",-0.114
"(0.5, 0.7)",-0.036
"(0.5, 0.8)",-0.064
"(0.5, 0.9)",-0.06
"(0.5, 1.0)",-0.05
"(0.6, 0.0)",-0.126
"(0.6, 0.1)",-0.122
"(0.6, 0.2)",-0.084
"(0.6, 0.3)",-0.126
"(0.6, 0.4)",-0.084
"(0.6, 0.5)",-0.174
"(0.6, 0.6)",-0.094
"(0.6, 0.7)",-0.112
"(0.6, 0.8)",-0.098
"(0.6, 0.9)",-0.05
"(0.6, 1.0)",-0.104
"(0.7, 0.0)",-0.116
"(0.7, 0.1)",-0.072
"(0.7, 0.2)",-0.108
"(0.7, 0.3)",-0.11
"(0.7, 0.4)",-0.128
"(0.7, 0.5)",-0.092
"(0.7, 0.6)",-0.138
"(0.7, 0.7)",-0.028
"(0.7, 0.8)",-0.132
"(0.7, 0.9)",-0.016
"(0.7, 1.0)",0.006
"(0.8, 0.0)",-0.06
"(0.8, 0.1)",-0.1
"(0.8, 0.2)",-0.06
"(0.8, 0.3)",-0.088
"(0.8, 0.4)",-0.114
"(0.8, 0.5)",0.042
"(0.8, 0.6)",-0.198
"(0.8, 0.7)",-0.028
"(0.8, 0.8)",-0.062
"(0.8, 0.9)",-0.04
"(0.8, 1.0)",-0.026
"(0.9, 0.0)",-0.074
"(0.9, 0.1)",0.038
"(0.9, 0.2)",0
"(0.9, 0.3)",-0.144
"(0.9, 0.4)",-0.134
"(0.9, 0.5)",-0.026
"(0.9, 0.6)",0
"(0.9, 0.7)",-0.062
"(0.9, 0.8)",-0.016
"(0.9, 0.9)",-0.018
"(0.9, 1.0)",0.05
"(1.0, 0.0)",-0.022
"(1.0, 0.1)",-0.028
"(1.0, 0.2)",-0.004
"(1.0, 0.3)",-0.048
"(1.0, 0.4)",0.018
"(1.0, 0.5)",0.032
"(1.0, 0.6)",-0.04
"(1.0, 0.7)",0.028
"(1.0, 0.8)",-0.046
"(1.0, 0.9)",-0.014
"(1.0, 1.0)",0.002
