"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.02
"(0.0, 0.2)",-0.022
"(0.0, 0.3)",-0.028
"(0.0, 0.4)",-0.052
"(0.0, 0.5)",-0.022
"(0.0, 0.6)",-0.102
"(0.0, 0.7)",0.038
"(0.0, 0.8)",-0.09
"(0.0, 0.9)",0.06
"(0.0, 1.0)",0.01
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.016
"(0.1, 0.2)",-0.04
"(0.1, 0.3)",-0.036
"(0.1, 0.4)",-0.024
"(0.1, 0.5)",-0.034
"(0.1, 0.6)",-0.074
"(0.1, 0.7)",-0.022
"(0.1, 0.8)",-0.044
"(0.1, 0.9)",-0.008
"(0.1, 1.0)",-0.056
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.028
"(0.2, 0.2)",-0.048
"(0.2, 0.3)",-0.032
"(0.2, 0.4)",-0.044
"(0.2, 0.5)",-0.05
"(0.2, 0.6)",-0.026
"(0.2, 0.7)",-0.004
"(0.2, 0.8)",-0.074
"(0.2, 0.9)",-0.026
"(0.2, 1.0)",-0.088
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.04
"(0.3, 0.2)",-0.034
"(0.3, 0.3)",-0.034
"(0.3, 0.4)",-0.056
"(0.3, 0.5)",-0.034
"(0.3, 0.6)",-0.122
"(0.3, 0.7)",-0.052
"(0.3, 0.8)",-0.022
"(0.3, 0.9)",-0.002
"(0.3, 1.0)",-0.036
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.01
"(0.4, 0.2)",-0.022
"(0.4, 0.3)",-0.062
"(0.4, 0.4)",-0.052
"(0.4, 0.5)",-0.02
"(0.4, 0.6)",-0.016
"(0.4, 0.7)",-0.04
"(0.4, 0.8)",-0.084
"(0.4, 0.9)",-0.024
"(0.4, 1.0)",-0.048
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.032
"(0.5, 0.2)",-0.014
"(0.5, 0.3)",-0.058
"(0.5, 0.4)",-0.076
"(0.5, 0.5)",-0.046
"(0.5, 0.6)",-0.08
"(0.5, 0.7)",-0.024
"(0.5, 0.8)",-0.08
"(0.5, 0.9)",-0.01
"(0.5, 1.0)",-0.026
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.042
"(0.6, 0.2)",-0.054
"(0.6, 0.3)",-0.042
"(0.6, 0.4)",-0.02
"(0.6, 0.5)",-0.044
"(0.6, 0.6)",-0.016
"(0.6, 0.7)",-0.028
"(0.6, 0.8)",-0.042
"(0.6, 0.9)",-0.052
"(0.6, 1.0)",-0.02
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.034
"(0.7, 0.2)",-0.006
"(0.7, 0.3)",-0.074
"(0.7, 0.4)",-0.038
"(0.7, 0.5)",-0.08
"(0.7, 0.6)",-0.06
"(0.7, 0.7)",-0.036
"(0.7, 0.8)",-0.034
"(0.7, 0.9)",-0.012
"(0.7, 1.0)",-0.002
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.05
"(0.8, 0.2)",-0.014
"(0.8, 0.3)",-0.022
"(0.8, 0.4)",-0.074
"(0.8, 0.5)",-0.058
"(0.8, 0.6)",-0.048
"(0.8, 0.7)",-0.062
"(0.8, 0.8)",-0.088
"(0.8, 0.9)",-0.066
"(0.8, 1.0)",-0.04
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.034
"(0.9, 0.2)",-0.008
"(0.9, 0.3)",-0.018
"(0.9, 0.4)",-0.026
"(0.9, 0.5)",-0.066
"(0.9, 0.6)",-0.052
"(0.9, 0.7)",-0.102
"(0.9, 0.8)",0.012
"(0.9, 0.9)",0.032
"(0.9, 1.0)",-0.02
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.066
"(1.0, 0.2)",-0.008
"(1.0, 0.3)",-0.07
"(1.0, 0.4)",-0.014
"(1.0, 0.5)",-0.092
"(1.0, 0.6)",-0.112
"(1.0, 0.7)",-0.028
"(1.0, 0.8)",-0.042
"(1.0, 0.9)",-0.022
"(1.0, 1.0)",0.002
