"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0.016
"(0.0, 0.2)",-0.012
"(0.0, 0.3)",0.002
"(0.0, 0.4)",0.032
"(0.0, 0.5)",-0.02
"(0.0, 0.6)",-0.04
"(0.0, 0.7)",-0.014
"(0.0, 0.8)",-0.018
"(0.0, 0.9)",0.01
"(0.0, 1.0)",-0.014
"(0.1, 0.0)",0
"(0.1, 0.1)",0
"(0.1, 0.2)",-0.006
"(0.1, 0.3)",0.004
"(0.1, 0.4)",-0.02
"(0.1, 0.5)",-0.022
"(0.1, 0.6)",-0.036
"(0.1, 0.7)",-0.004
"(0.1, 0.8)",-0.032
"(0.1, 0.9)",-0.04
"(0.1, 1.0)",-0.028
"(0.2, 0.0)",0
"(0.2, 0.1)",0.016
"(0.2, 0.2)",0.012
"(0.2, 0.3)",0
"(0.2, 0.4)",-0.024
"(0.2, 0.5)",-0.002
"(0.2, 0.6)",-0.082
"(0.2, 0.7)",-0.022
"(0.2, 0.8)",-0.076
"(0.2, 0.9)",-0.016
"(0.2, 1.0)",0.014
"(0.3, 0.0)",0
"(0.3, 0.1)",0.008
"(0.3, 0.2)",-0.03
"(0.3, 0.3)",-0.016
"(0.3, 0.4)",0.026
"(0.3, 0.5)",-0.036
"(0.3, 0.6)",0.02
"(0.3, 0.7)",-0.078
"(0.3, 0.8)",-0.01
"(0.3, 0.9)",-0.042
"(0.3, 1.0)",-0.074
"(0.4, 0.0)",0
"(0.4, 0.1)",0.002
"(0.4, 0.2)",0.012
"(0.4, 0.3)",-0.03
"(0.4, 0.4)",-0.014
"(0.4, 0.5)",-0.026
"(0.4, 0.6)",-0.056
"(0.4, 0.7)",-0.046
"(0.4, 0.8)",-0.074
"(0.4, 0.9)",-0.024
"(0.4, 1.0)",-0.02
"(0.5, 0.0)",0
"(0.5, 0.1)",0.006
"(0.5, 0.2)",-0.044
"(0.5, 0.3)",-0.014
"(0.5, 0.4)",-0.038
"(0.5, 0.5)",-0.062
"(0.5, 0.6)",-0.054
"(0.5, 0.7)",-0.046
"(0.5, 0.8)",-0.016
"(0.5, 0.9)",-0.066
"(0.5, 1.0)",-0.078
"(0.6, 0.0)",0
"(0.6, 0.1)",0.006
"(0.6, 0.2)",0.004
"(0.6, 0.3)",-0.002
"(0.6, 0.4)",-0.056
"(0.6, 0.5)",-0.074
"(0.6, 0.6)",-0.026
"(0.6, 0.7)",-0.058
"(0.6, 0.8)",-0.094
"(0.6, 0.9)",-0.096
"(0.6, 1.0)",-0.024
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.018
"(0.7, 0.2)",0.004
"(0.7, 0.3)",-0.006
"(0.7, 0.4)",-0.048
"(0.7, 0.5)",-0.032
"(0.7, 0.6)",0.028
"(0.7, 0.7)",-0.08
"(0.7, 0.8)",-0.016
"(0.7, 0.9)",0.028
"(0.7, 1.0)",-0.036
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.014
"(0.8, 0.2)",0.018
"(0.8, 0.3)",-0.016
"(0.8, 0.4)",-0.016
"(0.8, 0.5)",0.006
"(0.8, 0.6)",0.006
"(0.8, 0.7)",-0.052
"(0.8, 0.8)",0.024
"(0.8, 0.9)",-0.034
"(0.8, 1.0)",-0.06
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.014
"(0.9, 0.2)",-0.032
"(0.9, 0.3)",-0.042
"(0.9, 0.4)",-0.02
"(0.9, 0.5)",-0.058
"(0.9, 0.6)",-0.018
"(0.9, 0.7)",-0.002
"(0.9, 0.8)",0.008
"(0.9, 0.9)",-0.02
"(0.9, 1.0)",-0.028
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.01
"(1.0, 0.2)",-0.012
"(1.0, 0.3)",-0.014
"(1.0, 0.4)",0
"(1.0, 0.5)",-0.036
"(1.0, 0.6)",0.008
"(1.0, 0.7)",-0.082
"(1.0, 0.8)",-0.022
"(1.0, 0.9)",-0.03
"(1.0, 1.0)",-0.03
