"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.002
"(0.1, 0.1)",0.02
"(0.1, 0.2)",-0.006
"(0.1, 0.3)",-0.006
"(0.1, 0.4)",0.014
"(0.1, 0.5)",0.006
"(0.1, 0.6)",-0.01
"(0.1, 0.7)",-0.034
"(0.1, 0.8)",0.008
"(0.1, 0.9)",0.002
"(0.1, 1.0)",-0.014
"(0.2, 0.0)",-0.002
"(0.2, 0.1)",-0.024
"(0.2, 0.2)",-0.03
"(0.2, 0.3)",-0.006
"(0.2, 0.4)",0.01
"(0.2, 0.5)",-0.008
"(0.2, 0.6)",-0.036
"(0.2, 0.7)",-0.02
"(0.2, 0.8)",-0.034
"(0.2, 0.9)",0.012
"(0.2, 1.0)",-0.008
"(0.3, 0.0)",0.016
"(0.3, 0.1)",0
"(0.3, 0.2)",-0.038
"(0.3, 0.3)",-0.01
"(0.3, 0.4)",0.04
"(0.3, 0.5)",-0.03
"(0.3, 0.6)",-0.028
"(0.3, 0.7)",0.006
"(0.3, 0.8)",-0.036
"(0.3, 0.9)",-0.008
"(0.3, 1.0)",-0.012
"(0.4, 0.0)",-0.064
"(0.4, 0.1)",-0.008
"(0.4, 0.2)",-0.024
"(0.4, 0.3)",-0.036
"(0.4, 0.4)",-0.064
"(0.4, 0.5)",-0.062
"(0.4, 0.6)",-0.008
"(0.4, 0.7)",-0.036
"(0.4, 0.8)",-0.016
"(0.4, 0.9)",-0.008
"(0.4, 1.0)",-0.002
"(0.5, 0.0)",-0.022
"(0.5, 0.1)",-0.008
"(0.5, 0.2)",-0.03
"(0.5, 0.3)",-0.01
"(0.5, 0.4)",-0.016
"(0.5, 0.5)",-0.034
"(0.5, 0.6)",0.018
"(0.5, 0.7)",-0.03
"(0.5, 0.8)",-0.016
"(0.5, 0.9)",-0.024
"(0.5, 1.0)",-0.02
"(0.6, 0.0)",-0.02
"(0.6, 0.1)",-0.038
"(0.6, 0.2)",-0.04
"(0.6, 0.3)",-0.08
"(0.6, 0.4)",-0.02
"(0.6, 0.5)",-0.032
"(0.6, 0.6)",-0.03
"(0.6, 0.7)",0.02
"(0.6, 0.8)",-0.004
"(0.6, 0.9)",-0.046
"(0.6, 1.0)",-0.046
"(0.7, 0.0)",-0.048
"(0.7, 0.1)",-0.038
"(0.7, 0.2)",0.044
"(0.7, 0.3)",-0.048
"(0.7, 0.4)",-0.058
"(0.7, 0.5)",-0.034
"(0.7, 0.6)",-0.074
"(0.7, 0.7)",0
"(0.7, 0.8)",0.022
"(0.7, 0.9)",-0.082
"(0.7, 1.0)",-0.058
"(0.8, 0.0)",-0.044
"(0.8, 0.1)",-0.032
"(0.8, 0.2)",0.01
"(0.8, 0.3)",-0.032
"(0.8, 0.4)",-0.042
"(0.8, 0.5)",-0.036
"(0.8, 0.6)",-0.028
"(0.8, 0.7)",0.008
"(0.8, 0.8)",-0.018
"(0.8, 0.9)",-0.056
"(0.8, 1.0)",0
"(0.9, 0.0)",-0.014
"(0.9, 0.1)",-0.054
"(0.9, 0.2)",-0.064
"(0.9, 0.3)",-0.038
"(0.9, 0.4)",-0.034
"(0.9, 0.5)",0.014
"(0.9, 0.6)",-0.064
"(0.9, 0.7)",-0.014
"(0.9, 0.8)",-0.014
"(0.9, 0.9)",-0.056
"(0.9, 1.0)",-0.066
"(1.0, 0.0)",-0.012
"(1.0, 0.1)",0.034
"(1.0, 0.2)",0.004
"(1.0, 0.3)",0.022
"(1.0, 0.4)",-0.014
"(1.0, 0.5)",0.018
"(1.0, 0.6)",-0.076
"(1.0, 0.7)",-0.102
"(1.0, 0.8)",0.002
"(1.0, 0.9)",-0.034
"(1.0, 1.0)",-0.03
