"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.06
"(0.1, 0.1)",-0.018
"(0.1, 0.2)",-0.01
"(0.1, 0.3)",-0.08
"(0.1, 0.4)",-0.024
"(0.1, 0.5)",-0.032
"(0.1, 0.6)",-0.05
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.026
"(0.1, 0.9)",-0.028
"(0.1, 1.0)",-0.018
"(0.2, 0.0)",-0.068
"(0.2, 0.1)",-0.032
"(0.2, 0.2)",-0.048
"(0.2, 0.3)",-0.066
"(0.2, 0.4)",-0.088
"(0.2, 0.5)",-0.066
"(0.2, 0.6)",-0.068
"(0.2, 0.7)",-0.06
"(0.2, 0.8)",-0.064
"(0.2, 0.9)",-0.05
"(0.2, 1.0)",-0.024
"(0.3, 0.0)",-0.05
"(0.3, 0.1)",-0.078
"(0.3, 0.2)",-0.058
"(0.3, 0.3)",-0.072
"(0.3, 0.4)",-0.066
"(0.3, 0.5)",-0.118
"(0.3, 0.6)",-0.094
"(0.3, 0.7)",-0.056
"(0.3, 0.8)",-0.06
"(0.3, 0.9)",-0.04
"(0.3, 1.0)",-0.048
"(0.4, 0.0)",-0.08
"(0.4, 0.1)",-0.034
"(0.4, 0.2)",-0.072
"(0.4, 0.3)",-0.04
"(0.4, 0.4)",-0.084
"(0.4, 0.5)",-0.08
"(0.4, 0.6)",-0.052
"(0.4, 0.7)",-0.06
"(0.4, 0.8)",-0.07
"(0.4, 0.9)",-0.032
"(0.4, 1.0)",-0.048
"(0.5, 0.0)",-0.076
"(0.5, 0.1)",-0.072
"(0.5, 0.2)",-0.096
"(0.5, 0.3)",-0.098
"(0.5, 0.4)",-0.14
"(0.5, 0.5)",-0.078
"(0.5, 0.6)",-0.062
"(0.5, 0.7)",-0.084
"(0.5, 0.8)",-0.062
"(0.5, 0.9)",-0.026
"(0.5, 1.0)",-0.054
"(0.6, 0.0)",-0.108
"(0.6, 0.1)",-0.038
"(0.6, 0.2)",-0.16
"(0.6, 0.3)",-0.076
"(0.6, 0.4)",-0.156
"(0.6, 0.5)",-0.01
"(0.6, 0.6)",-0.066
"(0.6, 0.7)",-0.092
"(0.6, 0.8)",-0.072
"(0.6, 0.9)",-0.066
"(0.6, 1.0)",-0.036
"(0.7, 0.0)",-0.016
"(0.7, 0.1)",-0.124
"(0.7, 0.2)",-0.078
"(0.7, 0.3)",-0.134
"(0.7, 0.4)",-0.142
"(0.7, 0.5)",-0.072
"(0.7, 0.6)",-0.152
"(0.7, 0.7)",-0.066
"(0.7, 0.8)",-0.046
"(0.7, 0.9)",-0.026
"(0.7, 1.0)",-0.02
"(0.8, 0.0)",-0.026
"(0.8, 0.1)",-0.04
"(0.8, 0.2)",-0.078
"(0.8, 0.3)",-0.134
"(0.8, 0.4)",-0.104
"(0.8, 0.5)",-0.026
"(0.8, 0.6)",0.002
"(0.8, 0.7)",-0.006
"(0.8, 0.8)",-0.032
"(0.8, 0.9)",-0.046
"(0.8, 1.0)",-0.026
"(0.9, 0.0)",0.014
"(0.9, 0.1)",-0.026
"(0.9, 0.2)",-0.012
"(0.9, 0.3)",0.002
"(0.9, 0.4)",-0.064
"(0.9, 0.5)",-0.096
"(0.9, 0.6)",0.016
"(0.9, 0.7)",-0.038
"(0.9, 0.8)",-0.028
"(0.9, 0.9)",-0.048
"(0.9, 1.0)",-0.066
"(1.0, 0.0)",-0.004
"(1.0, 0.1)",-0.018
"(1.0, 0.2)",0.002
"(1.0, 0.3)",-0.044
"(1.0, 0.4)",-0.068
"(1.0, 0.5)",-0.086
"(1.0, 0.6)",-0.004
"(1.0, 0.7)",-0.04
"(1.0, 0.8)",-0.04
"(1.0, 0.9)",0.008
"(1.0, 1.0)",-0.006
