"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.062
"(0.0, 0.2)",-0.086
"(0.0, 0.3)",-0.056
"(0.0, 0.4)",-0.048
"(0.0, 0.5)",0.004
"(0.0, 0.6)",-0.016
"(0.0, 0.7)",-0.002
"(0.0, 0.8)",0.012
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.054
"(0.1, 0.2)",-0.07
"(0.1, 0.3)",-0.08
"(0.1, 0.4)",-0.01
"(0.1, 0.5)",-0.046
"(0.1, 0.6)",-0.01
"(0.1, 0.7)",-0.022
"(0.1, 0.8)",-0.022
"(0.1, 0.9)",-0.03
"(0.1, 1.0)",-0.016
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.068
"(0.2, 0.2)",-0.1
"(0.2, 0.3)",-0.048
"(0.2, 0.4)",-0.086
"(0.2, 0.5)",-0.062
"(0.2, 0.6)",-0.088
"(0.2, 0.7)",-0.102
"(0.2, 0.8)",-0.06
"(0.2, 0.9)",-0.058
"(0.2, 1.0)",-0.078
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.064
"(0.3, 0.2)",-0.11
"(0.3, 0.3)",-0.078
"(0.3, 0.4)",-0.054
"(0.3, 0.5)",-0.08
"(0.3, 0.6)",-0.054
"(0.3, 0.7)",-0.084
"(0.3, 0.8)",-0.074
"(0.3, 0.9)",-0.112
"(0.3, 1.0)",-0.044
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.05
"(0.4, 0.2)",-0.046
"(0.4, 0.3)",-0.112
"(0.4, 0.4)",-0.062
"(0.4, 0.5)",-0.026
"(0.4, 0.6)",-0.106
"(0.4, 0.7)",-0.054
"(0.4, 0.8)",-0.028
"(0.4, 0.9)",-0.106
"(0.4, 1.0)",-0.04
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.062
"(0.5, 0.2)",-0.03
"(0.5, 0.3)",-0.094
"(0.5, 0.4)",-0.05
"(0.5, 0.5)",-0.12
"(0.5, 0.6)",-0.112
"(0.5, 0.7)",-0.03
"(0.5, 0.8)",-0.072
"(0.5, 0.9)",-0.058
"(0.5, 1.0)",0.004
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.07
"(0.6, 0.2)",-0.088
"(0.6, 0.3)",-0.062
"(0.6, 0.4)",-0.032
"(0.6, 0.5)",-0.076
"(0.6, 0.6)",-0.054
"(0.6, 0.7)",-0.004
"(0.6, 0.8)",-0.028
"(0.6, 0.9)",-0.034
"(0.6, 1.0)",-0.044
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.088
"(0.7, 0.2)",-0.046
"(0.7, 0.3)",-0.044
"(0.7, 0.4)",-0.082
"(0.7, 0.5)",-0.058
"(0.7, 0.6)",-0.058
"(0.7, 0.7)",-0.006
"(0.7, 0.8)",-0.032
"(0.7, 0.9)",0.014
"(0.7, 1.0)",-0.054
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.03
"(0.8, 0.2)",-0.02
"(0.8, 0.3)",-0.088
"(0.8, 0.4)",-0.066
"(0.8, 0.5)",0
"(0.8, 0.6)",-0.018
"(0.8, 0.7)",-0.068
"(0.8, 0.8)",-0.044
"(0.8, 0.9)",-0.038
"(0.8, 1.0)",-0.016
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.056
"(0.9, 0.2)",-0.028
"(0.9, 0.3)",-0.08
"(0.9, 0.4)",0.02
"(0.9, 0.5)",-0.038
"(0.9, 0.6)",-0.008
"(0.9, 0.7)",-0.062
"(0.9, 0.8)",-0.01
"(0.9, 0.9)",-0.008
"(0.9, 1.0)",0.006
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.078
"(1.0, 0.2)",-0.044
"(1.0, 0.3)",-0.044
"(1.0, 0.4)",-0.076
"(1.0, 0.5)",-0.082
"(1.0, 0.6)",-0.014
"(1.0, 0.7)",-0.062
"(1.0, 0.8)",-0.006
"(1.0, 0.9)",-0.024
"(1.0, 1.0)",0.024
