"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.018
"(0.1, 0.1)",-0.036
"(0.1, 0.2)",-0.048
"(0.1, 0.3)",-0.016
"(0.1, 0.4)",-0.018
"(0.1, 0.5)",-0.036
"(0.1, 0.6)",-0.028
"(0.1, 0.7)",-0.014
"(0.1, 0.8)",-0.024
"(0.1, 0.9)",-0.022
"(0.1, 1.0)",-0.018
"(0.2, 0.0)",-0.042
"(0.2, 0.1)",-0.024
"(0.2, 0.2)",-0.058
"(0.2, 0.3)",-0.052
"(0.2, 0.4)",-0.032
"(0.2, 0.5)",-0.038
"(0.2, 0.6)",-0.04
"(0.2, 0.7)",-0.028
"(0.2, 0.8)",-0.012
"(0.2, 0.9)",-0.032
"(0.2, 1.0)",-0.034
"(0.3, 0.0)",-0.038
"(0.3, 0.1)",-0.034
"(0.3, 0.2)",-0.036
"(0.3, 0.3)",-0.04
"(0.3, 0.4)",-0.036
"(0.3, 0.5)",-0.034
"(0.3, 0.6)",-0.036
"(0.3, 0.7)",-0.046
"(0.3, 0.8)",-0.038
"(0.3, 0.9)",-0.014
"(0.3, 1.0)",-0.032
"(0.4, 0.0)",-0.078
"(0.4, 0.1)",-0.05
"(0.4, 0.2)",-0.056
"(0.4, 0.3)",-0.06
"(0.4, 0.4)",-0.048
"(0.4, 0.5)",-0.052
"(0.4, 0.6)",-0.044
"(0.4, 0.7)",-0.072
"(0.4, 0.8)",-0.06
"(0.4, 0.9)",-0.066
"(0.4, 1.0)",-0.046
"(0.5, 0.0)",-0.098
"(0.5, 0.1)",-0.1
"(0.5, 0.2)",-0.046
"(0.5, 0.3)",-0.102
"(0.5, 0.4)",-0.108
"(0.5, 0.5)",-0.088
"(0.5, 0.6)",-0.104
"(0.5, 0.7)",-0.092
"(0.5, 0.8)",-0.052
"(0.5, 0.9)",-0.05
"(0.5, 1.0)",-0.048
"(0.6, 0.0)",-0.094
"(0.6, 0.1)",-0.154
"(0.6, 0.2)",-0.108
"(0.6, 0.3)",-0.154
"(0.6, 0.4)",-0.108
"(0.6, 0.5)",-0.154
"(0.6, 0.6)",-0.014
"(0.6, 0.7)",-0.074
"(0.6, 0.8)",-0.106
"(0.6, 0.9)",-0.038
"(0.6, 1.0)",-0.064
"(0.7, 0.0)",-0.118
"(0.7, 0.1)",-0.13
"(0.7, 0.2)",-0.068
"(0.7, 0.3)",-0.194
"(0.7, 0.4)",-0.102
"(0.7, 0.5)",-0.156
"(0.7, 0.6)",-0.144
"(0.7, 0.7)",-0.13
"(0.7, 0.8)",-0.078
"(0.7, 0.9)",-0.102
"(0.7, 1.0)",-0.068
"(0.8, 0.0)",-0.112
"(0.8, 0.1)",-0.124
"(0.8, 0.2)",-0.078
"(0.8, 0.3)",-0.162
"(0.8, 0.4)",-0.116
"(0.8, 0.5)",-0.064
"(0.8, 0.6)",-0.152
"(0.8, 0.7)",-0.052
"(0.8, 0.8)",-0.102
"(0.8, 0.9)",-0.08
"(0.8, 1.0)",-0.102
"(0.9, 0.0)",-0.02
"(0.9, 0.1)",-0.034
"(0.9, 0.2)",-0.002
"(0.9, 0.3)",-0.022
"(0.9, 0.4)",0.046
"(0.9, 0.5)",-0.062
"(0.9, 0.6)",-0.014
"(0.9, 0.7)",-0.088
"(0.9, 0.8)",0.004
"(0.9, 0.9)",0.06
"(0.9, 1.0)",-0.022
"(1.0, 0.0)",-0.056
"(1.0, 0.1)",0.026
"(1.0, 0.2)",-0.076
"(1.0, 0.3)",-0.036
"(1.0, 0.4)",0.012
"(1.0, 0.5)",-0.068
"(1.0, 0.6)",0.04
"(1.0, 0.7)",0.03
"(1.0, 0.8)",0.114
"(1.0, 0.9)",0.022
"(1.0, 1.0)",-0.012
