"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.046
"(0.1, 0.1)",-0.036
"(0.1, 0.2)",-0.046
"(0.1, 0.3)",-0.014
"(0.1, 0.4)",-0.036
"(0.1, 0.5)",-0.03
"(0.1, 0.6)",-0.044
"(0.1, 0.7)",-0.058
"(0.1, 0.8)",-0.054
"(0.1, 0.9)",-0.036
"(0.1, 1.0)",-0.06
"(0.2, 0.0)",-0.034
"(0.2, 0.1)",-0.042
"(0.2, 0.2)",-0.054
"(0.2, 0.3)",0.03
"(0.2, 0.4)",-0.002
"(0.2, 0.5)",-0.028
"(0.2, 0.6)",-0.056
"(0.2, 0.7)",-0.064
"(0.2, 0.8)",-0.032
"(0.2, 0.9)",-0.022
"(0.2, 1.0)",-0.032
"(0.3, 0.0)",-0.032
"(0.3, 0.1)",-0.024
"(0.3, 0.2)",-0.014
"(0.3, 0.3)",-0.028
"(0.3, 0.4)",-0.03
"(0.3, 0.5)",-0.002
"(0.3, 0.6)",-0.044
"(0.3, 0.7)",-0.084
"(0.3, 0.8)",-0.028
"(0.3, 0.9)",-0.032
"(0.3, 1.0)",-0.028
"(0.4, 0.0)",-0.074
"(0.4, 0.1)",0.002
"(0.4, 0.2)",0.002
"(0.4, 0.3)",-0.07
"(0.4, 0.4)",0.014
"(0.4, 0.5)",-0.064
"(0.4, 0.6)",-0.052
"(0.4, 0.7)",-0.048
"(0.4, 0.8)",-0.062
"(0.4, 0.9)",-0.064
"(0.4, 1.0)",-0.034
"(0.5, 0.0)",-0.066
"(0.5, 0.1)",-0.012
"(0.5, 0.2)",-0.03
"(0.5, 0.3)",-0.046
"(0.5, 0.4)",-0.028
"(0.5, 0.5)",-0.088
"(0.5, 0.6)",-0.078
"(0.5, 0.7)",-0.07
"(0.5, 0.8)",-0.004
"(0.5, 0.9)",-0.042
"(0.5, 1.0)",-0.096
"(0.6, 0.0)",-0.024
"(0.6, 0.1)",-0.026
"(0.6, 0.2)",-0.01
"(0.6, 0.3)",-0.076
"(0.6, 0.4)",-0.05
"(0.6, 0.5)",-0.076
"(0.6, 0.6)",-0.032
"(0.6, 0.7)",-0.026
"(0.6, 0.8)",-0.074
"(0.6, 0.9)",0.01
"(0.6, 1.0)",-0.064
"(0.7, 0.0)",-0.006
"(0.7, 0.1)",-0.028
"(0.7, 0.2)",-0.036
"(0.7, 0.3)",-0.024
"(0.7, 0.4)",-0.112
"(0.7, 0.5)",-0.124
"(0.7, 0.6)",0
"(0.7, 0.7)",-0.036
"(0.7, 0.8)",-0.098
"(0.7, 0.9)",-0.064
"(0.7, 1.0)",0.01
"(0.8, 0.0)",-0.068
"(0.8, 0.1)",-0.04
"(0.8, 0.2)",-0.108
"(0.8, 0.3)",0
"(0.8, 0.4)",-0.034
"(0.8, 0.5)",-0.066
"(0.8, 0.6)",0.038
"(0.8, 0.7)",-0.036
"(0.8, 0.8)",-0.094
"(0.8, 0.9)",0.036
"(0.8, 1.0)",-0.11
"(0.9, 0.0)",-0.01
"(0.9, 0.1)",0.034
"(0.9, 0.2)",0.01
"(0.9, 0.3)",0
"(0.9, 0.4)",-0.01
"(0.9, 0.5)",-0.058
"(0.9, 0.6)",-0.04
"(0.9, 0.7)",-0.008
"(0.9, 0.8)",-0.06
"(0.9, 0.9)",0.002
"(0.9, 1.0)",0.052
"(1.0, 0.0)",0.022
"(1.0, 0.1)",-0.06
"(1.0, 0.2)",0.052
"(1.0, 0.3)",-0.038
"(1.0, 0.4)",-0.034
"(1.0, 0.5)",-0.022
"(1.0, 0.6)",0.002
"(1.0, 0.7)",-0.054
"(1.0, 0.8)",-0.03
"(1.0, 0.9)",0.068
"(1.0, 1.0)",-0.002
