"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",0
"(0.0, 0.2)",0
"(0.0, 0.3)",0
"(0.0, 0.4)",0
"(0.0, 0.5)",0
"(0.0, 0.6)",0
"(0.0, 0.7)",0
"(0.0, 0.8)",0
"(0.0, 0.9)",0
"(0.0, 1.0)",0
"(0.1, 0.0)",-0.01
"(0.1, 0.1)",-0.008
"(0.1, 0.2)",-0.004
"(0.1, 0.3)",0.01
"(0.1, 0.4)",-0.018
"(0.1, 0.5)",0.008
"(0.1, 0.6)",-0.016
"(0.1, 0.7)",-0.036
"(0.1, 0.8)",-0.008
"(0.1, 0.9)",-0.002
"(0.1, 1.0)",0
"(0.2, 0.0)",-0.002
"(0.2, 0.1)",-0.002
"(0.2, 0.2)",0.036
"(0.2, 0.3)",-0.04
"(0.2, 0.4)",-0.028
"(0.2, 0.5)",-0.006
"(0.2, 0.6)",0.008
"(0.2, 0.7)",-0.024
"(0.2, 0.8)",-0.006
"(0.2, 0.9)",-0.006
"(0.2, 1.0)",-0.002
"(0.3, 0.0)",-0.002
"(0.3, 0.1)",0.006
"(0.3, 0.2)",-0.028
"(0.3, 0.3)",-0.062
"(0.3, 0.4)",0
"(0.3, 0.5)",-0.03
"(0.3, 0.6)",-0.02
"(0.3, 0.7)",-0.04
"(0.3, 0.8)",0.002
"(0.3, 0.9)",-0.026
"(0.3, 1.0)",-0.024
"(0.4, 0.0)",-0.016
"(0.4, 0.1)",0.012
"(0.4, 0.2)",-0.01
"(0.4, 0.3)",-0.046
"(0.4, 0.4)",-0.024
"(0.4, 0.5)",-0.068
"(0.4, 0.6)",-0.02
"(0.4, 0.7)",-0.004
"(0.4, 0.8)",-0.064
"(0.4, 0.9)",-0.03
"(0.4, 1.0)",-0.014
"(0.5, 0.0)",-0.044
"(0.5, 0.1)",-0.048
"(0.5, 0.2)",-0.09
"(0.5, 0.3)",-0.056
"(0.5, 0.4)",-0.052
"(0.5, 0.5)",-0.05
"(0.5, 0.6)",-0.026
"(0.5, 0.7)",-0.022
"(0.5, 0.8)",-0.032
"(0.5, 0.9)",-0.038
"(0.5, 1.0)",-0.008
"(0.6, 0.0)",0.002
"(0.6, 0.1)",-0.034
"(0.6, 0.2)",-0.038
"(0.6, 0.3)",-0.052
"(0.6, 0.4)",-0.07
"(0.6, 0.5)",-0.096
"(0.6, 0.6)",-0.034
"(0.6, 0.7)",-0.072
"(0.6, 0.8)",-0.02
"(0.6, 0.9)",-0.028
"(0.6, 1.0)",-0.04
"(0.7, 0.0)",-0.03
"(0.7, 0.1)",-0.092
"(0.7, 0.2)",-0.104
"(0.7, 0.3)",-0.082
"(0.7, 0.4)",-0.094
"(0.7, 0.5)",-0.07
"(0.7, 0.6)",-0.1
"(0.7, 0.7)",-0.092
"(0.7, 0.8)",-0.052
"(0.7, 0.9)",-0.052
"(0.7, 1.0)",-0.02
"(0.8, 0.0)",-0.002
"(0.8, 0.1)",-0.028
"(0.8, 0.2)",0.038
"(0.8, 0.3)",-0.056
"(0.8, 0.4)",-0.004
"(0.8, 0.5)",-0.13
"(0.8, 0.6)",-0.14
"(0.8, 0.7)",-0.018
"(0.8, 0.8)",-0.036
"(0.8, 0.9)",0.01
"(0.8, 1.0)",-0.06
"(0.9, 0.0)",0.006
"(0.9, 0.1)",-0.02
"(0.9, 0.2)",-0.056
"(0.9, 0.3)",0.044
"(0.9, 0.4)",-0.036
"(0.9, 0.5)",-0.008
"(0.9, 0.6)",-0.014
"(0.9, 0.7)",0.008
"(0.9, 0.8)",-0.062
"(0.9, 0.9)",0.006
"(0.9, 1.0)",-0.02
"(1.0, 0.0)",-0.024
"(1.0, 0.1)",-0.034
"(1.0, 0.2)",-0.022
"(1.0, 0.3)",0.048
"(1.0, 0.4)",-0.066
"(1.0, 0.5)",-0.02
"(1.0, 0.6)",-0.07
"(1.0, 0.7)",-0.046
"(1.0, 0.8)",-0.042
"(1.0, 0.9)",-0.06
"(1.0, 1.0)",0.036
