"phi_men, phi_women",diff_unmatched
"(0.0, 0.0)",0
"(0.0, 0.1)",-0.046
"(0.0, 0.2)",-0.026
"(0.0, 0.3)",-0.044
"(0.0, 0.4)",-0.038
"(0.0, 0.5)",-0.012
"(0.0, 0.6)",-0.048
"(0.0, 0.7)",-0.002
"(0.0, 0.8)",-0.05
"(0.0, 0.9)",0.004
"(0.0, 1.0)",-0.054
"(0.1, 0.0)",0
"(0.1, 0.1)",-0.044
"(0.1, 0.2)",-0.06
"(0.1, 0.3)",-0.036
"(0.1, 0.4)",-0.036
"(0.1, 0.5)",-0.054
"(0.1, 0.6)",-0.07
"(0.1, 0.7)",-0.082
"(0.1, 0.8)",-0.028
"(0.1, 0.9)",-0.002
"(0.1, 1.0)",-0.034
"(0.2, 0.0)",0
"(0.2, 0.1)",-0.03
"(0.2, 0.2)",-0.018
"(0.2, 0.3)",-0.05
"(0.2, 0.4)",-0.058
"(0.2, 0.5)",-0.126
"(0.2, 0.6)",-0.024
"(0.2, 0.7)",-0.046
"(0.2, 0.8)",-0.068
"(0.2, 0.9)",0.006
"(0.2, 1.0)",-0.09
"(0.3, 0.0)",0
"(0.3, 0.1)",-0.024
"(0.3, 0.2)",-0.03
"(0.3, 0.3)",-0.084
"(0.3, 0.4)",-0.07
"(0.3, 0.5)",-0.062
"(0.3, 0.6)",-0.026
"(0.3, 0.7)",-0.054
"(0.3, 0.8)",-0.018
"(0.3, 0.9)",-0.074
"(0.3, 1.0)",-0.04
"(0.4, 0.0)",0
"(0.4, 0.1)",-0.034
"(0.4, 0.2)",-0.03
"(0.4, 0.3)",-0.032
"(0.4, 0.4)",-0.066
"(0.4, 0.5)",-0.026
"(0.4, 0.6)",-0.062
"(0.4, 0.7)",-0.058
"(0.4, 0.8)",-0.01
"(0.4, 0.9)",-0.038
"(0.4, 1.0)",-0.004
"(0.5, 0.0)",0
"(0.5, 0.1)",-0.02
"(0.5, 0.2)",-0.034
"(0.5, 0.3)",-0.028
"(0.5, 0.4)",-0.06
"(0.5, 0.5)",-0.032
"(0.5, 0.6)",-0.048
"(0.5, 0.7)",-0.024
"(0.5, 0.8)",-0.136
"(0.5, 0.9)",-0.066
"(0.5, 1.0)",0.05
"(0.6, 0.0)",0
"(0.6, 0.1)",-0.032
"(0.6, 0.2)",-0.024
"(0.6, 0.3)",-0.042
"(0.6, 0.4)",-0.118
"(0.6, 0.5)",-0.052
"(0.6, 0.6)",-0.08
"(0.6, 0.7)",-0.014
"(0.6, 0.8)",-0.028
"(0.6, 0.9)",-0.032
"(0.6, 1.0)",0.022
"(0.7, 0.0)",0
"(0.7, 0.1)",-0.034
"(0.7, 0.2)",-0.022
"(0.7, 0.3)",-0.076
"(0.7, 0.4)",-0.046
"(0.7, 0.5)",-0.094
"(0.7, 0.6)",0.016
"(0.7, 0.7)",-0.1
"(0.7, 0.8)",-0.044
"(0.7, 0.9)",-0.006
"(0.7, 1.0)",-0.092
"(0.8, 0.0)",0
"(0.8, 0.1)",-0.012
"(0.8, 0.2)",-0.022
"(0.8, 0.3)",-0.06
"(0.8, 0.4)",-0.098
"(0.8, 0.5)",-0.012
"(0.8, 0.6)",0.024
"(0.8, 0.7)",-0.042
"(0.8, 0.8)",-0.07
"(0.8, 0.9)",-0.01
"(0.8, 1.0)",-0.026
"(0.9, 0.0)",0
"(0.9, 0.1)",-0.044
"(0.9, 0.2)",-0.038
"(0.9, 0.3)",-0.06
"(0.9, 0.4)",-0.058
"(0.9, 0.5)",-0.036
"(0.9, 0.6)",0.002
"(0.9, 0.7)",-0.064
"(0.9, 0.8)",-0.082
"(0.9, 0.9)",0.02
"(0.9, 1.0)",0.032
"(1.0, 0.0)",0
"(1.0, 0.1)",-0.04
"(1.0, 0.2)",0.006
"(1.0, 0.3)",-0.018
"(1.0, 0.4)",-0.042
"(1.0, 0.5)",-0.044
"(1.0, 0.6)",-0.09
"(1.0, 0.7)",-0.004
"(1.0, 0.8)",0.01
"(1.0, 0.9)",0.01
"(1.0, 1.0)",-0.012
