dispersion,mean,stddev
0.0,0,0.0
0.05,620.7420740740732,53.46050361087167
0.1,1252.578370370376,73.91594893175885
0.15000000000000002,1889.7346666666908,99.82769715414462
0.2,2588.007555555648,100.9152709966501
0.25,3271.986814814966,115.11644519317079
0.30000000000000004,4036.5248888890715,151.4001669652037
0.35000000000000003,4843.680888888909,160.73323717899913
0.4,5736.643999999971,175.60714048696636
0.45,6635.496148148177,192.62806889355682
0.5,7643.066370370481,198.76852715517816
0.55,8702.622962962992,218.8355785501885
0.6000000000000001,9781.390518518312,201.90194444349962
0.65,10896.324740740381,222.31004034794907
0.7000000000000001,11941.510074073673,202.7699944338879
0.75,13005.873925925584,202.23016023783535
0.8,13890.319999999758,166.79898097618175
0.8500000000000001,14628.03214814799,126.0021466736139
0.9,15140.209333333258,96.90491634741527
0.9500000000000001,15459.357925925911,49.6097354090469
1.0,15563.77792592593,18.722056504630398
