dispersion,init_mean,init_stdev,permuted_mean,permuted_stdev
0,120,0.0,120,0.0
1,120,0.0,120,0.0
2,120,0.0,120,0.0
3,120,0.0,120,0.0
4,120,0.0,120,0.0
5,120,0.0,120,0.0
6,120,0.0,120,0.0
7,120,0.0,120,0.0
8,120,0.0,120,0.0
9,120,0.0,120,0.0
10,120,0.0,120,0.0
