phi_men,phi_women
"(0.0, 0.0)",1.3333333333333333
"(0.1, 0.0)",1.3733333333333333
"(0.2, 0.0)",1.4266666666666665
"(0.3, 0.0)",1.5333333333333332
"(0.4, 0.0)",1.6533333333333333
"(0.5, 0.0)",1.6600000000000001
"(0.6, 0.0)",1.7666666666666666
"(0.7, 0.0)",1.84
"(0.8, 0.0)",1.9066666666666667
"(0.9, 0.0)",1.9666666666666668
"(1.0, 0.0)",1.94
"(0.0, 0.1)",1.3333333333333333
"(0.1, 0.1)",1.3866666666666665
"(0.2, 0.1)",1.4266666666666665
"(0.3, 0.1)",1.5866666666666667
"(0.4, 0.1)",1.6266666666666667
"(0.5, 0.1)",1.6466666666666667
"(0.6, 0.1)",1.8866666666666667
"(0.7, 0.1)",1.9733333333333334
"(0.8, 0.1)",1.94
"(0.9, 0.1)",2.06
"(1.0, 0.1)",2.0
"(0.0, 0.2)",1.3333333333333333
"(0.1, 0.2)",1.42
"(0.2, 0.2)",1.4666666666666666
"(0.3, 0.2)",1.5533333333333332
"(0.4, 0.2)",1.6133333333333333
"(0.5, 0.2)",1.7333333333333334
"(0.6, 0.2)",1.7466666666666666
"(0.7, 0.2)",1.94
"(0.8, 0.2)",2.02
"(0.9, 0.2)",2.1933333333333334
"(1.0, 0.2)",2.12
"(0.0, 0.3)",1.3333333333333333
"(0.1, 0.3)",1.3933333333333333
"(0.2, 0.3)",1.4266666666666667
"(0.3, 0.3)",1.5933333333333333
"(0.4, 0.3)",1.6733333333333333
"(0.5, 0.3)",1.76
"(0.6, 0.3)",1.92
"(0.7, 0.3)",1.9733333333333334
"(0.8, 0.3)",2.033333333333333
"(0.9, 0.3)",2.1
"(1.0, 0.3)",2.1333333333333333
"(0.0, 0.4)",1.3333333333333333
"(0.1, 0.4)",1.3733333333333333
"(0.2, 0.4)",1.4066666666666667
"(0.3, 0.4)",1.56
"(0.4, 0.4)",1.6933333333333334
"(0.5, 0.4)",1.7666666666666668
"(0.6, 0.4)",1.8333333333333335
"(0.7, 0.4)",2.06
"(0.8, 0.4)",2.3066666666666666
"(0.9, 0.4)",2.36
"(1.0, 0.4)",2.42
"(0.0, 0.5)",1.3333333333333333
"(0.1, 0.5)",1.4066666666666665
"(0.2, 0.5)",1.5
"(0.3, 0.5)",1.6
"(0.4, 0.5)",1.5533333333333332
"(0.5, 0.5)",1.64
"(0.6, 0.5)",2.04
"(0.7, 0.5)",2.2266666666666666
"(0.8, 0.5)",2.38
"(0.9, 0.5)",2.3733333333333335
"(1.0, 0.5)",2.4066666666666667
"(0.0, 0.6)",1.3333333333333333
"(0.1, 0.6)",1.4133333333333333
"(0.2, 0.6)",1.46
"(0.3, 0.6)",1.5866666666666667
"(0.4, 0.6)",1.6466666666666667
"(0.5, 0.6)",1.9133333333333333
"(0.6, 0.6)",2.013333333333333
"(0.7, 0.6)",2.38
"(0.8, 0.6)",2.4466666666666668
"(0.9, 0.6)",2.38
"(1.0, 0.6)",2.8266666666666667
"(0.0, 0.7)",1.3333333333333333
"(0.1, 0.7)",1.3599999999999999
"(0.2, 0.7)",1.4133333333333333
"(0.3, 0.7)",1.5066666666666666
"(0.4, 0.7)",1.5866666666666667
"(0.5, 0.7)",1.8333333333333333
"(0.6, 0.7)",2.066666666666667
"(0.7, 0.7)",2.3733333333333335
"(0.8, 0.7)",2.48
"(0.9, 0.7)",2.96
"(1.0, 0.7)",2.64
"(0.0, 0.8)",1.3333333333333333
"(0.1, 0.8)",1.38
"(0.2, 0.8)",1.4466666666666668
"(0.3, 0.8)",1.52
"(0.4, 0.8)",1.6933333333333334
"(0.5, 0.8)",1.9666666666666668
"(0.6, 0.8)",2.04
"(0.7, 0.8)",2.38
"(0.8, 0.8)",2.7199999999999998
"(0.9, 0.8)",2.74
"(1.0, 0.8)",3.1333333333333333
"(0.0, 0.9)",1.3333333333333333
"(0.1, 0.9)",1.3666666666666667
"(0.2, 0.9)",1.4533333333333334
"(0.3, 0.9)",1.5333333333333334
"(0.4, 0.9)",1.6533333333333333
"(0.5, 0.9)",1.86
"(0.6, 0.9)",2.0933333333333333
"(0.7, 0.9)",2.34
"(0.8, 0.9)",2.993333333333333
"(0.9, 0.9)",2.8733333333333335
"(1.0, 0.9)",2.9066666666666667
"(0.0, 1.0)",1.3333333333333333
"(0.1, 1.0)",1.4
"(0.2, 1.0)",1.4866666666666668
"(0.3, 1.0)",1.48
"(0.4, 1.0)",1.6733333333333333
"(0.5, 1.0)",1.8533333333333335
"(0.6, 1.0)",1.96
"(0.7, 1.0)",2.54
"(0.8, 1.0)",2.7866666666666666
"(0.9, 1.0)",3.2666666666666666
"(1.0, 1.0)",3.1266666666666665
