phi_men,phi_women
"(0.0, 0.0)",65
"(0.1, 0.0)",64.4
"(0.2, 0.0)",63.6
"(0.3, 0.0)",62
"(0.4, 0.0)",60.2
"(0.5, 0.0)",60.1
"(0.6, 0.0)",58.5
"(0.7, 0.0)",57.4
"(0.8, 0.0)",56.4
"(0.9, 0.0)",55.5
"(1.0, 0.0)",55.9
"(0.0, 0.1)",65
"(0.1, 0.1)",64
"(0.2, 0.1)",63.8
"(0.3, 0.1)",61.2
"(0.4, 0.1)",61.2
"(0.5, 0.1)",60.3
"(0.6, 0.1)",57.7
"(0.7, 0.1)",56.4
"(0.8, 0.1)",56.3
"(0.9, 0.1)",55.1
"(1.0, 0.1)",55.8
"(0.0, 0.2)",65
"(0.1, 0.2)",63.7
"(0.2, 0.2)",63.8
"(0.3, 0.2)",62.1
"(0.4, 0.2)",61.2
"(0.5, 0.2)",60
"(0.6, 0.2)",58.8
"(0.7, 0.2)",56.5
"(0.8, 0.2)",56.3
"(0.9, 0.2)",54.1
"(1.0, 0.2)",54.6
"(0.0, 0.3)",65
"(0.1, 0.3)",64.5
"(0.2, 0.3)",63.8
"(0.3, 0.3)",61.9
"(0.4, 0.3)",61.1
"(0.5, 0.3)",59.6
"(0.6, 0.3)",57.6
"(0.7, 0.3)",56.8
"(0.8, 0.3)",56.3
"(0.9, 0.3)",55.3
"(1.0, 0.3)",54.8
"(0.0, 0.4)",65
"(0.1, 0.4)",64.4
"(0.2, 0.4)",64.3
"(0.3, 0.4)",62
"(0.4, 0.4)",60.2
"(0.5, 0.4)",59.5
"(0.6, 0.4)",58.9
"(0.7, 0.4)",55.9
"(0.8, 0.4)",53.2
"(0.9, 0.4)",53
"(1.0, 0.4)",52.1
"(0.0, 0.5)",65
"(0.1, 0.5)",64.5
"(0.2, 0.5)",63.5
"(0.3, 0.5)",62
"(0.4, 0.5)",62.5
"(0.5, 0.5)",61.2
"(0.6, 0.5)",56.8
"(0.7, 0.5)",54.6
"(0.8, 0.5)",53.5
"(0.9, 0.5)",53.4
"(1.0, 0.5)",52.7
"(0.0, 0.6)",65
"(0.1, 0.6)",64.2
"(0.2, 0.6)",63.7
"(0.3, 0.6)",63.2
"(0.4, 0.6)",61.3
"(0.5, 0.6)",58.9
"(0.6, 0.6)",58.4
"(0.7, 0.6)",53.7
"(0.8, 0.6)",53.7
"(0.9, 0.6)",53.9
"(1.0, 0.6)",48.8
"(0.0, 0.7)",65
"(0.1, 0.7)",65.2
"(0.2, 0.7)",65
"(0.3, 0.7)",63.4
"(0.4, 0.7)",63.2
"(0.5, 0.7)",60.9
"(0.6, 0.7)",57.8
"(0.7, 0.7)",54.4
"(0.8, 0.7)",53.6
"(0.9, 0.7)",48.4
"(1.0, 0.7)",52.8
"(0.0, 0.8)",65
"(0.1, 0.8)",64.7
"(0.2, 0.8)",64.3
"(0.3, 0.8)",63.8
"(0.4, 0.8)",61.4
"(0.5, 0.8)",59.5
"(0.6, 0.8)",59.6
"(0.7, 0.8)",55.5
"(0.8, 0.8)",52.4
"(0.9, 0.8)",51.9
"(1.0, 0.8)",48
"(0.0, 0.9)",65
"(0.1, 0.9)",64.9
"(0.2, 0.9)",64.4
"(0.3, 0.9)",63.4
"(0.4, 0.9)",62.6
"(0.5, 0.9)",60.9
"(0.6, 0.9)",59.6
"(0.7, 0.9)",57.9
"(0.8, 0.9)",50.5
"(0.9, 0.9)",52.3
"(1.0, 0.9)",52
"(0.0, 1.0)",65
"(0.1, 1.0)",64.8
"(0.2, 1.0)",64.1
"(0.3, 1.0)",64
"(0.4, 1.0)",62.7
"(0.5, 1.0)",61.2
"(0.6, 1.0)",60.6
"(0.7, 1.0)",55.5
"(0.8, 1.0)",52.4
"(0.9, 1.0)",47.4
"(1.0, 1.0)",49.5
