dispersion,mean,stddev
0.0,0,0.0
0.5,179763.19999999998,2871.2070646617317
1.0,249740.15999999995,153.03315100372131
1.5,221049.586,2399.8142189158534
2.0,179900.9520000001,2944.604713656791
2.5,148408.78,2967.1642392102644
3.0,124872.44800000003,2615.6004581802663
3.5,107059.22399999999,2452.700244134111
4.0,95130.27600000001,2145.4473352641166
