dispersion,mean,stddev
0.0,0,0.0
0.05,3.6,0.7637626158259734
0.1,5.32,1.1445523142259597
0.15000000000000002,7.36,1.6299284237863534
0.2,9.4,1.4433756729740645
0.25,11.32,1.4352700094407325
0.30000000000000004,14.44,2.142428528562855
0.35000000000000003,17.56,2.7700782179088974
0.4,20.72,2.3544284515213736
0.45,24.64,2.7367864366808017
0.5,28.52,3.3181320046074116
0.55,33.96,2.491318258807306
0.6000000000000001,36.4,3.5355339059327378
0.65,40.76,2.3678400846904055
0.7000000000000001,43.12,2.2605309110914633
0.75,45.72,1.4866068747318506
0.8,47.92,0.9966610925150702
0.8500000000000001,48.48,0.7702813338860894
0.9,48.88,0.33166247903553997
0.9500000000000001,49,0.0
1.0,49,0.0
