dispersion,mean,stddev
0.0,0,0.0
0.05,5.36,1.2871156384205216
0.1,10.16,1.624807680927192
0.15000000000000002,14.44,1.3868429375143148
0.2,19.16,2.3572582944316194
0.25,26.08,2.7067816067549053
0.30000000000000004,32.08,2.78268455512538
0.35000000000000003,40.68,3.0099833886584824
0.4,50.04,3.384769809996932
0.45,62.8,4.102844541697057
0.5,73.76,3.7780065290220626
0.55,91.12,4.034435111222718
0.6000000000000001,107.6,5.838093296045665
0.65,124.16,5.5578772926361015
0.7000000000000001,145.08,6.8854919940408035
0.75,164.76,5.974110812497539
0.8,179.68,5.778696508152451
0.8500000000000001,192.16,5.2573757712379665
0.9,204.8,5.901977069875258
0.9500000000000001,207.04,4.7651512742689155
1.0,207.72,5.062278801751901
