dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,-0.6465333333333333,1.1333333333333329,-2.799999999999999,0,0,0
0.25,-0.5369333333333334,1.1333333333333329,-2.2666666666666675,-0.027600000000000013,0.8666666666666671,-0.7999999999999998
0.5,-0.5010666666666668,1.5333333333333332,-2.7333333333333325,-0.04573333333333335,1.5333333333333332,-1.7999999999999998
0.75,-0.35840000000000005,1.8666666666666671,-3.0,-0.14306666666666673,2.8666666666666663,-2.9333333333333327
1.0,-0.3246666666666666,2.8666666666666654,-3.666666666666666,-0.04573333333333331,3.133333333333333,-4.4
