dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,-0.36439999999999995,1.4000000000000004,-1.7333333333333325,0,0,0
0.25,-0.36480000000000007,0.9333333333333336,-2.0666666666666664,-0.06853333333333333,0.7333333333333334,-1.2666666666666666
0.5,-0.23706666666666665,1.1999999999999993,-2.533333333333334,-0.1788,1.666666666666667,-1.8666666666666663
0.75,-0.1432,1.5333333333333332,-2.0666666666666664,-0.18080000000000002,1.8000000000000007,-2.466666666666667
1.0,-0.02639999999999999,1.6000000000000005,-2.4000000000000004,-0.24879999999999997,1.8666666666666654,-3.2666666666666675
