dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,-0.2185333333333333,0.4666666666666668,-0.9333333333333336,0,0,0
0.25,-0.17439999999999997,0.6666666666666661,-1.0666666666666664,-0.124,0.6666666666666661,-0.8666666666666663
0.5,-0.11439999999999996,0.6000000000000005,-1.0,-0.23826666666666668,1.0666666666666673,-1.6000000000000005
0.75,-0.04213333333333334,0.9333333333333336,-0.8666666666666671,-0.29893333333333333,1.9333333333333318,-2.533333333333333
1.0,-0.02213333333333334,0.666666666666667,-0.8666666666666671,-0.22946666666666662,1.5333333333333332,-2.0
