phi_men,phi_women
"(0.0, 0.0)",-3.333333333333334
"(0.1, 0.0)",-3.5743333333333336
"(0.2, 0.0)",-3.7489333333333335
"(0.3, 0.0)",-3.8943333333333334
"(0.4, 0.0)",-4.0398
"(0.5, 0.0)",-4.155133333333334
"(0.6, 0.0)",-4.2538
"(0.7, 0.0)",-4.310466666666667
"(0.8, 0.0)",-4.186266666666667
"(0.9, 0.0)",-4.0052
"(1.0, 0.0)",-3.9164
"(0.0, 0.1)",-3.389533333333334
"(0.1, 0.1)",-3.6143333333333336
"(0.2, 0.1)",-3.7982666666666667
"(0.3, 0.1)",-3.9266666666666667
"(0.4, 0.1)",-4.0806
"(0.5, 0.1)",-4.17
"(0.6, 0.1)",-4.316066666666667
"(0.7, 0.1)",-4.3374
"(0.8, 0.1)",-4.2258
"(0.9, 0.1)",-4.0302
"(1.0, 0.1)",-3.9346
"(0.0, 0.2)",-3.451533333333334
"(0.1, 0.2)",-3.7144666666666666
"(0.2, 0.2)",-3.8478
"(0.3, 0.2)",-3.9928666666666666
"(0.4, 0.2)",-4.1504666666666665
"(0.5, 0.2)",-4.253
"(0.6, 0.2)",-4.349733333333333
"(0.7, 0.2)",-4.389733333333333
"(0.8, 0.2)",-4.278733333333333
"(0.9, 0.2)",-4.076466666666667
"(1.0, 0.2)",-3.9716666666666667
"(0.0, 0.3)",-3.5204000000000004
"(0.1, 0.3)",-3.767933333333333
"(0.2, 0.3)",-3.9364666666666666
"(0.3, 0.3)",-4.098933333333333
"(0.4, 0.3)",-4.213466666666666
"(0.5, 0.3)",-4.348466666666667
"(0.6, 0.3)",-4.448266666666667
"(0.7, 0.3)",-4.4576
"(0.8, 0.3)",-4.3394
"(0.9, 0.3)",-4.144066666666666
"(1.0, 0.3)",-4.019266666666667
"(0.0, 0.4)",-3.6015333333333337
"(0.1, 0.4)",-3.8615333333333335
"(0.2, 0.4)",-4.031066666666667
"(0.3, 0.4)",-4.198266666666667
"(0.4, 0.4)",-4.3408
"(0.5, 0.4)",-4.481466666666667
"(0.6, 0.4)",-4.584266666666666
"(0.7, 0.4)",-4.6022
"(0.8, 0.4)",-4.474866666666666
"(0.9, 0.4)",-4.269
"(1.0, 0.4)",-4.1386
"(0.0, 0.5)",-3.687666666666667
"(0.1, 0.5)",-3.951
"(0.2, 0.5)",-4.182266666666667
"(0.3, 0.5)",-4.335
"(0.4, 0.5)",-4.496733333333333
"(0.5, 0.5)",-4.6584666666666665
"(0.6, 0.5)",-4.7764
"(0.7, 0.5)",-4.775733333333333
"(0.8, 0.5)",-4.6925333333333334
"(0.9, 0.5)",-4.478266666666666
"(1.0, 0.5)",-4.296666666666667
"(0.0, 0.6)",-3.7753333333333337
"(0.1, 0.6)",-4.0664
"(0.2, 0.6)",-4.298
"(0.3, 0.6)",-4.523666666666666
"(0.4, 0.6)",-4.7074
"(0.5, 0.6)",-4.8968
"(0.6, 0.6)",-5.031066666666667
"(0.7, 0.6)",-5.119
"(0.8, 0.6)",-4.9996
"(0.9, 0.6)",-4.7964
"(1.0, 0.6)",-4.6008000000000004
"(0.0, 0.7)",-3.847266666666667
"(0.1, 0.7)",-4.170333333333334
"(0.2, 0.7)",-4.456533333333334
"(0.3, 0.7)",-4.698533333333334
"(0.4, 0.7)",-4.925333333333334
"(0.5, 0.7)",-5.147866666666666
"(0.6, 0.7)",-5.367266666666667
"(0.7, 0.7)",-5.533666666666667
"(0.8, 0.7)",-5.4348
"(0.9, 0.7)",-5.195866666666666
"(1.0, 0.7)",-5.039733333333333
"(0.0, 0.8)",-3.9003333333333337
"(0.1, 0.8)",-4.279333333333334
"(0.2, 0.8)",-4.5638
"(0.3, 0.8)",-4.863666666666667
"(0.4, 0.8)",-5.1532
"(0.5, 0.8)",-5.432266666666667
"(0.6, 0.8)",-5.758133333333333
"(0.7, 0.8)",-5.977133333333334
"(0.8, 0.8)",-6.048
"(0.9, 0.8)",-5.750266666666667
"(1.0, 0.8)",-5.624533333333333
"(0.0, 0.9)",-3.9409333333333336
"(0.1, 0.9)",-4.3416
"(0.2, 0.9)",-4.682266666666667
"(0.3, 0.9)",-4.983666666666666
"(0.4, 0.9)",-5.2806
"(0.5, 0.9)",-5.642266666666667
"(0.6, 0.9)",-6.0368
"(0.7, 0.9)",-6.347533333333334
"(0.8, 0.9)",-6.403466666666667
"(0.9, 0.9)",-6.2052
"(1.0, 0.9)",-6.079266666666666
"(0.0, 1.0)",-3.948066666666667
"(0.1, 1.0)",-4.387266666666667
"(0.2, 1.0)",-4.708266666666667
"(0.3, 1.0)",-5.019666666666667
"(0.4, 1.0)",-5.355266666666666
"(0.5, 1.0)",-5.723866666666667
"(0.6, 1.0)",-6.155866666666666
"(0.7, 1.0)",-6.4543333333333335
"(0.8, 1.0)",-6.6433333333333335
"(0.9, 1.0)",-6.472733333333333
"(1.0, 1.0)",-6.358866666666667
