phi_men,phi_women
"(0.0, 0.0)",4.666666666666667
"(0.1, 0.0)",5.0808
"(0.2, 0.0)",5.410866666666666
"(0.3, 0.0)",5.737666666666667
"(0.4, 0.0)",6.131466666666666
"(0.5, 0.0)",6.579533333333333
"(0.6, 0.0)",7.111
"(0.7, 0.0)",7.730333333333333
"(0.8, 0.0)",8.251933333333334
"(0.9, 0.0)",8.5884
"(1.0, 0.0)",8.704466666666667
"(0.0, 0.1)",4.7228666666666665
"(0.1, 0.1)",5.1096
"(0.2, 0.1)",5.456066666666667
"(0.3, 0.1)",5.769466666666666
"(0.4, 0.1)",6.1634
"(0.5, 0.1)",6.5793333333333335
"(0.6, 0.1)",7.1517333333333335
"(0.7, 0.1)",7.7514666666666665
"(0.8, 0.1)",8.284533333333334
"(0.9, 0.1)",8.6038
"(1.0, 0.1)",8.7128
"(0.0, 0.2)",4.784866666666667
"(0.1, 0.2)",5.216466666666666
"(0.2, 0.2)",5.4842
"(0.3, 0.2)",5.831
"(0.4, 0.2)",6.227733333333333
"(0.5, 0.2)",6.667066666666667
"(0.6, 0.2)",7.209066666666667
"(0.7, 0.2)",7.784
"(0.8, 0.2)",8.324333333333334
"(0.9, 0.2)",8.6452
"(1.0, 0.2)",8.747333333333334
"(0.0, 0.3)",4.8537333333333335
"(0.1, 0.3)",5.257933333333333
"(0.2, 0.3)",5.5772
"(0.3, 0.3)",5.920733333333334
"(0.4, 0.3)",6.2698
"(0.5, 0.3)",6.742666666666667
"(0.6, 0.3)",7.295133333333333
"(0.7, 0.3)",7.870666666666667
"(0.8, 0.3)",8.375666666666667
"(0.9, 0.3)",8.704666666666666
"(1.0, 0.3)",8.802533333333333
"(0.0, 0.4)",4.934866666666666
"(0.1, 0.4)",5.3452
"(0.2, 0.4)",5.6642
"(0.3, 0.4)",6.003666666666667
"(0.4, 0.4)",6.399666666666667
"(0.5, 0.4)",6.861266666666666
"(0.6, 0.4)",7.4135333333333335
"(0.7, 0.4)",8.008533333333334
"(0.8, 0.4)",8.519333333333334
"(0.9, 0.4)",8.8458
"(1.0, 0.4)",8.908933333333334
"(0.0, 0.5)",5.021
"(0.1, 0.5)",5.419933333333334
"(0.2, 0.5)",5.8022
"(0.3, 0.5)",6.1248
"(0.4, 0.5)",6.5389333333333335
"(0.5, 0.5)",7.0032
"(0.6, 0.5)",7.553266666666667
"(0.7, 0.5)",8.131733333333333
"(0.8, 0.5)",8.714333333333334
"(0.9, 0.5)",9.012733333333333
"(1.0, 0.5)",9.051333333333334
"(0.0, 0.6)",5.108666666666667
"(0.1, 0.6)",5.532666666666667
"(0.2, 0.6)",5.895466666666667
"(0.3, 0.6)",6.284
"(0.4, 0.6)",6.709866666666667
"(0.5, 0.6)",7.213133333333333
"(0.6, 0.6)",7.784666666666666
"(0.7, 0.6)",8.443933333333334
"(0.8, 0.6)",8.9982
"(0.9, 0.6)",9.330733333333333
"(1.0, 0.6)",9.346533333333333
"(0.0, 0.7)",5.1806
"(0.1, 0.7)",5.630466666666667
"(0.2, 0.7)",6.041733333333333
"(0.3, 0.7)",6.437333333333333
"(0.4, 0.7)",6.8934
"(0.5, 0.7)",7.4042666666666666
"(0.6, 0.7)",8.0808
"(0.7, 0.7)",8.824333333333334
"(0.8, 0.7)",9.392133333333334
"(0.9, 0.7)",9.702466666666666
"(1.0, 0.7)",9.750266666666667
"(0.0, 0.8)",5.233666666666666
"(0.1, 0.8)",5.737733333333333
"(0.2, 0.8)",6.126533333333334
"(0.3, 0.8)",6.5864666666666665
"(0.4, 0.8)",7.083266666666667
"(0.5, 0.8)",7.671
"(0.6, 0.8)",8.4236
"(0.7, 0.8)",9.215866666666667
"(0.8, 0.8)",9.924
"(0.9, 0.8)",10.215133333333334
"(1.0, 0.8)",10.304733333333333
"(0.0, 0.9)",5.274266666666667
"(0.1, 0.9)",5.7954
"(0.2, 0.9)",6.251266666666667
"(0.3, 0.9)",6.692466666666666
"(0.4, 0.9)",7.1954
"(0.5, 0.9)",7.831066666666667
"(0.6, 0.9)",8.632333333333333
"(0.7, 0.9)",9.515666666666666
"(0.8, 0.9)",10.215066666666667
"(0.9, 0.9)",10.626
"(1.0, 0.9)",10.718333333333334
"(0.0, 1.0)",5.2814
"(0.1, 1.0)",5.845533333333333
"(0.2, 1.0)",6.276066666666667
"(0.3, 1.0)",6.718066666666667
"(0.4, 1.0)",7.2472666666666665
"(0.5, 1.0)",7.902933333333333
"(0.6, 1.0)",8.759066666666667
"(0.7, 1.0)",9.613333333333333
"(0.8, 1.0)",10.436533333333333
"(0.9, 1.0)",10.860733333333334
"(1.0, 1.0)",10.955333333333334
