phi_men,phi_women
"(0.0, 0.0)",20
"(0.1, 0.0)",18.398
"(0.2, 0.0)",17.278
"(0.3, 0.0)",16.084
"(0.4, 0.0)",14.682
"(0.5, 0.0)",12.93
"(0.6, 0.0)",10.686
"(0.7, 0.0)",7.906
"(0.8, 0.0)",5.296
"(0.9, 0.0)",3.362
"(1.0, 0.0)",2.586
"(0.0, 0.1)",20
"(0.1, 0.1)",18.47
"(0.2, 0.1)",17.242
"(0.3, 0.1)",16.082
"(0.4, 0.1)",14.676
"(0.5, 0.1)",13.066
"(0.6, 0.1)",10.704
"(0.7, 0.1)",7.942
"(0.8, 0.1)",5.288
"(0.9, 0.1)",3.39
"(1.0, 0.1)",2.724
"(0.0, 0.2)",20
"(0.1, 0.2)",18.316
"(0.2, 0.2)",17.358
"(0.3, 0.2)",16.126
"(0.4, 0.2)",14.698
"(0.5, 0.2)",12.888
"(0.6, 0.2)",10.54
"(0.7, 0.2)",8.046
"(0.8, 0.2)",5.292
"(0.9, 0.2)",3.388
"(1.0, 0.2)",2.704
"(0.0, 0.3)",20
"(0.1, 0.3)",18.416
"(0.2, 0.3)",17.284
"(0.3, 0.3)",16.096
"(0.4, 0.3)",14.82
"(0.5, 0.3)",12.916
"(0.6, 0.3)",10.628
"(0.7, 0.3)",7.974
"(0.8, 0.3)",5.386
"(0.9, 0.3)",3.432
"(1.0, 0.3)",2.732
"(0.0, 0.4)",20
"(0.1, 0.4)",18.406
"(0.2, 0.4)",17.264
"(0.3, 0.4)",16.092
"(0.4, 0.4)",14.63
"(0.5, 0.4)",12.91
"(0.6, 0.4)",10.584
"(0.7, 0.4)",7.952
"(0.8, 0.4)",5.222
"(0.9, 0.4)",3.312
"(1.0, 0.4)",2.618
"(0.0, 0.5)",20
"(0.1, 0.5)",18.484
"(0.2, 0.5)",17.21
"(0.3, 0.5)",16.062
"(0.4, 0.5)",14.586
"(0.5, 0.5)",12.882
"(0.6, 0.5)",10.724
"(0.7, 0.5)",7.972
"(0.8, 0.5)",5.188
"(0.9, 0.5)",3.33
"(1.0, 0.5)",2.636
"(0.0, 0.6)",20
"(0.1, 0.6)",18.444
"(0.2, 0.6)",17.272
"(0.3, 0.6)",16.082
"(0.4, 0.6)",14.586
"(0.5, 0.6)",12.896
"(0.6, 0.6)",10.61
"(0.7, 0.6)",7.874
"(0.8, 0.6)",5.194
"(0.9, 0.6)",3.108
"(1.0, 0.6)",2.466
"(0.0, 0.7)",20
"(0.1, 0.7)",18.42
"(0.2, 0.7)",17.212
"(0.3, 0.7)",16.066
"(0.4, 0.7)",14.606
"(0.5, 0.7)",12.88
"(0.6, 0.7)",10.578
"(0.7, 0.7)",7.704
"(0.8, 0.7)",4.978
"(0.9, 0.7)",3.038
"(1.0, 0.7)",2.386
"(0.0, 0.8)",20
"(0.1, 0.8)",18.386
"(0.2, 0.8)",17.334
"(0.3, 0.8)",15.99
"(0.4, 0.8)",14.552
"(0.5, 0.8)",12.752
"(0.6, 0.8)",10.396
"(0.7, 0.8)",7.624
"(0.8, 0.8)",4.848
"(0.9, 0.8)",2.924
"(1.0, 0.8)",2.222
"(0.0, 0.9)",20
"(0.1, 0.9)",18.378
"(0.2, 0.9)",17.162
"(0.3, 0.9)",16.002
"(0.4, 0.9)",14.602
"(0.5, 0.9)",12.792
"(0.6, 0.9)",10.392
"(0.7, 0.9)",7.59
"(0.8, 0.9)",4.846
"(0.9, 0.9)",2.728
"(1.0, 0.9)",2.048
"(0.0, 1.0)",20
"(0.1, 1.0)",18.348
"(0.2, 1.0)",17.182
"(0.3, 1.0)",16.064
"(0.4, 1.0)",14.614
"(0.5, 1.0)",12.798
"(0.6, 1.0)",10.272
"(0.7, 1.0)",7.54
"(0.8, 1.0)",4.718
"(0.9, 1.0)",2.654
"(1.0, 1.0)",1.984
