dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,7,0.0,8.7218,0.41791209797365747
0.05,7.056066666666666,0.08097171506682499,8.6974,0.39585483723616965
0.1,7.129066666666667,0.12406749717378071,8.696533333333333,0.4271786217827872
0.15,7.214066666666667,0.16528259470946016,8.648066666666667,0.4266047200192448
0.2,7.303066666666667,0.19909576481686508,8.604066666666666,0.42432582235191124
0.25,7.432733333333333,0.24507080548221094,8.557,0.4354902557738636
0.3,7.593266666666667,0.28811630735194016,8.5376,0.4784763568542472
0.35,7.7458,0.32221035496423683,8.4738,0.4659346515810865
0.4,7.949533333333333,0.3601674804133219,8.452333333333334,0.4484344174571054
0.45,8.1908,0.41336237210575316,8.404266666666667,0.47175312742520076
0.5,8.4968,0.47772165324378796,8.3078,0.45514794626178384
0.55,8.878733333333333,0.500420194918824,8.263533333333333,0.45974073537809135
0.6,9.249866666666666,0.5676422777888475,8.1648,0.49249383432029903
0.65,9.695,0.6193425965639576,8.105533333333334,0.4989906885532218
0.7,10.194933333333333,0.6390343621646165,8.008733333333334,0.5150859023698411
0.75,10.702866666666667,0.6639321663220066,7.929466666666666,0.4915508383383305
0.8,11.220333333333333,0.6689117186383987,7.860333333333333,0.5341834024593225
0.85,11.663133333333333,0.607498434303344,7.752866666666667,0.5268252866562483
0.9,12.051533333333333,0.5944670217336011,7.673,0.5212681634974975
0.95,12.321133333333334,0.5423475420908327,7.598133333333333,0.5211795695336251
1.0,12.399466666666667,0.5308665676476334,7.585133333333333,0.5100667006875291
