dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,7,0.0,10.8704,0.5673928652639556
0.05,7.0334,0.08389365179486556,10.856333333333334,0.5766793863753289
0.1,7.0818,0.1373351895459462,10.789066666666667,0.5825287993088809
0.15,7.1402,0.16436368170708746,10.772866666666667,0.5733306601112498
0.2,7.211266666666667,0.2072905326359022,10.7302,0.6277063872878587
0.25,7.2843333333333335,0.24683312836798588,10.7204,0.6034873037725844
0.3,7.394,0.29845485005230177,10.6508,0.6492669514467123
0.35,7.5174666666666665,0.3297529164006948,10.603533333333333,0.6135974210575381
0.4,7.684333333333333,0.3801361644246749,10.547866666666666,0.6424375087269468
0.45,7.906666666666666,0.43487188688445577,10.4962,0.6744647395580656
0.5,8.144466666666666,0.5031371320428527,10.411133333333334,0.7073508910440691
0.55,8.508866666666666,0.5610828583854385,10.308466666666666,0.719346306028526
0.6,8.9012,0.6455710562403817,10.193066666666667,0.747019984093071
0.65,9.2868,0.7280539053915049,10.0878,0.7613816211888722
0.7,9.822333333333333,0.7466434734707567,9.955266666666667,0.8028997579739877
0.75,10.376933333333334,0.7874849241980272,9.765666666666666,0.8196718691550878
0.8,10.952533333333333,0.7630641914633571,9.571466666666666,0.8490963380311592
0.85,11.454133333333333,0.750334240577954,9.410066666666667,0.8712315267838687
0.9,11.9262,0.6791017476255472,9.1534,0.9062724589050303
0.95,12.214866666666667,0.6632520863115798,8.963466666666667,0.916565368261598
1.0,12.2854,0.6102087759987244,8.926933333333332,0.9378051602110742
