dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,7,0.0,7.580066666666666,0.21157263707421217
0.05,7.0804,0.08024997093839602,7.5676,0.21586300478969714
0.1,7.1752666666666665,0.1181053672220511,7.541266666666667,0.2270235957921108
0.15,7.276533333333333,0.1558569367017438,7.523266666666666,0.22441559195712987
0.2,7.3928666666666665,0.18591907831489274,7.5028,0.22760484169710438
0.25,7.547266666666666,0.22702829893029156,7.4822,0.23255947750466735
0.3,7.695733333333333,0.2553479071086659,7.457666666666666,0.24444239693382175
0.35,7.883266666666667,0.3036939303586261,7.4374,0.23318579634192044
0.4,8.095466666666667,0.3409237616146104,7.423466666666667,0.2447090750673321
0.45,8.334333333333333,0.3644457567299795,7.380866666666667,0.23605242513916425
0.5,8.680266666666666,0.4329771077580305,7.364333333333334,0.23543101132694422
0.55,9.0068,0.4541659315272632,7.312133333333334,0.23639373416634515
0.6,9.408266666666666,0.5111355871756205,7.310666666666667,0.23499243320985488
0.65,9.88,0.5650795257536602,7.281466666666667,0.24464198042747357
0.7,10.358,0.5720867795040219,7.253866666666667,0.2561414357376964
0.75,10.8076,0.5871913660528684,7.227533333333334,0.23988310466538468
0.8,11.332466666666667,0.585878497312893,7.203133333333334,0.2498073198094157
0.85,11.774733333333334,0.5957972370538608,7.184,0.254654371352327
0.9,12.1584,0.5294596729903996,7.1630666666666665,0.2337841490813589
0.95,12.354133333333333,0.5278187371493671,7.1448,0.25370936039228387
1.0,12.456333333333333,0.4930705456701423,7.144866666666666,0.2503790564206926
