dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,-0.1502666666666667,1.1999999999999993,-1.2666666666666675,0,0,0
0.25,-0.15493333333333334,1.0,-1.666666666666666,-0.06626666666666667,0.7333333333333334,-0.8666666666666663
0.5,-0.11266666666666669,1.0000000000000009,-1.5333333333333332,-0.24093333333333336,1.2000000000000002,-1.8666666666666663
0.75,-0.0588,1.8666666666666663,-1.7999999999999998,-0.5036,2.333333333333332,-3.0666666666666664
1.0,0.008000000000000026,1.9333333333333336,-1.8666666666666663,-0.7948000000000001,1.9333333333333336,-3.1333333333333346
