dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,0.009466666666666675,1.7333333333333325,-1.7333333333333343,0,0,0
0.25,-0.05279999999999996,1.200000000000001,-1.7333333333333325,-0.026133333333333335,0.6000000000000005,-0.7333333333333325
0.5,-0.012133333333333322,1.3999999999999986,-1.5999999999999996,-0.06493333333333332,1.5333333333333332,-1.666666666666666
0.75,-0.00280000000000004,2.0,-2.0666666666666664,-0.17799999999999996,2.7333333333333334,-3.2
1.0,-0.02533333333333336,2.466666666666667,-3.2666666666666657,-0.3330666666666666,3.1333333333333337,-4.466666666666666
