dispersion,suitors_mean,suitors_max,suitors_min,reviewers_mean,reviewers_max,reviewers_min
0.0,0,0,0,0,0,0
0.25,0,0,0,-0.23199999999999996,0.40000000000000036,-0.9333333333333336
0.5,0,0,0,-0.3745333333333334,0.7999999999999989,-1.6000000000000005
0.75,0,0,0,-0.6386666666666667,1.4666666666666668,-2.5999999999999996
1.0,0,0,0,-0.9352,1.2666666666666675,-3.200000000000001
