phi_men,phi_women
"(0.0, 0.0)",24.5
"(0.1, 0.0)",24.71144
"(0.2, 0.0)",24.97524
"(0.3, 0.0)",25.3453
"(0.4, 0.0)",25.84242
"(0.5, 0.0)",26.61522
"(0.6, 0.0)",27.80932
"(0.7, 0.0)",29.81586
"(0.8, 0.0)",33.61538
"(0.9, 0.0)",40.79958
"(1.0, 0.0)",46.40572
"(0.0, 0.1)",24.5
"(0.1, 0.1)",24.7065
"(0.2, 0.1)",24.97104
"(0.3, 0.1)",25.33042
"(0.4, 0.1)",25.8432
"(0.5, 0.1)",26.60484
"(0.6, 0.1)",27.78636
"(0.7, 0.1)",29.8305
"(0.8, 0.1)",33.6867
"(0.9, 0.1)",40.85838
"(1.0, 0.1)",46.42358
"(0.0, 0.2)",24.5
"(0.1, 0.2)",24.692
"(0.2, 0.2)",24.9479
"(0.3, 0.2)",25.30674
"(0.4, 0.2)",25.807479999999998
"(0.5, 0.2)",26.5653
"(0.6, 0.2)",27.7577
"(0.7, 0.2)",29.8087
"(0.8, 0.2)",33.63092
"(0.9, 0.2)",40.76468
"(1.0, 0.2)",46.38392
"(0.0, 0.3)",24.5
"(0.1, 0.3)",24.67596
"(0.2, 0.3)",24.9166
"(0.3, 0.3)",25.26042
"(0.4, 0.3)",25.76934
"(0.5, 0.3)",26.5247
"(0.6, 0.3)",27.70362
"(0.7, 0.3)",29.75766
"(0.8, 0.3)",33.5664
"(0.9, 0.3)",40.76314
"(1.0, 0.3)",46.3998
"(0.0, 0.4)",24.5
"(0.1, 0.4)",24.65072
"(0.2, 0.4)",24.8784
"(0.3, 0.4)",25.20822
"(0.4, 0.4)",25.69024
"(0.5, 0.4)",26.44682
"(0.6, 0.4)",27.62004
"(0.7, 0.4)",29.67766
"(0.8, 0.4)",33.50088
"(0.9, 0.4)",40.68218
"(1.0, 0.4)",46.384479999999996
"(0.0, 0.5)",24.5
"(0.1, 0.5)",24.62736
"(0.2, 0.5)",24.82716
"(0.3, 0.5)",25.12784
"(0.4, 0.5)",25.57858
"(0.5, 0.5)",26.3126
"(0.6, 0.5)",27.48392
"(0.7, 0.5)",29.52574
"(0.8, 0.5)",33.42082
"(0.9, 0.5)",40.6892
"(1.0, 0.5)",46.34502
"(0.0, 0.6)",24.5
"(0.1, 0.6)",24.60758
"(0.2, 0.6)",24.77448
"(0.3, 0.6)",25.03246
"(0.4, 0.6)",25.44794
"(0.5, 0.6)",26.1175
"(0.6, 0.6)",27.245
"(0.7, 0.6)",29.26236
"(0.8, 0.6)",33.12328
"(0.9, 0.6)",40.4756
"(1.0, 0.6)",46.33396
"(0.0, 0.7)",24.5
"(0.1, 0.7)",24.57592
"(0.2, 0.7)",24.71196
"(0.3, 0.7)",24.93964
"(0.4, 0.7)",25.27982
"(0.5, 0.7)",25.87996
"(0.6, 0.7)",26.89698
"(0.7, 0.7)",28.87638
"(0.8, 0.7)",32.76548
"(0.9, 0.7)",40.25348
"(1.0, 0.7)",46.2962
"(0.0, 0.8)",24.5
"(0.1, 0.8)",24.55998
"(0.2, 0.8)",24.65784
"(0.3, 0.8)",24.81972
"(0.4, 0.8)",25.07178
"(0.5, 0.8)",25.53338
"(0.6, 0.8)",26.39922
"(0.7, 0.8)",28.10562
"(0.8, 0.8)",31.93008
"(0.9, 0.8)",39.71636
"(1.0, 0.8)",46.20088
"(0.0, 0.9)",24.5
"(0.1, 0.9)",24.5364
"(0.2, 0.9)",24.5992
"(0.3, 0.9)",24.69398
"(0.4, 0.9)",24.872
"(0.5, 0.9)",25.15982
"(0.6, 0.9)",25.7403
"(0.7, 0.9)",26.98528
"(0.8, 0.9)",30.1776
"(0.9, 0.9)",38.36322
"(1.0, 0.9)",46.01578
"(0.0, 1.0)",24.5
"(0.1, 1.0)",24.52104
"(0.2, 1.0)",24.56406
"(0.3, 1.0)",24.611439999999998
"(0.4, 1.0)",24.73634
"(0.5, 1.0)",24.90854
"(0.6, 1.0)",25.25914
"(0.7, 1.0)",26.07644
"(0.8, 1.0)",28.28888
"(0.9, 1.0)",36.01568
"(1.0, 1.0)",45.8368
