phi_men,phi_women
"(0.0, 0.0)",0.0
"(0.1, 0.0)",0.21143999999999996
"(0.2, 0.0)",0.47524000000000005
"(0.3, 0.0)",0.8453
"(0.4, 0.0)",1.34242
"(0.5, 0.0)",2.11522
"(0.6, 0.0)",3.30932
"(0.7, 0.0)",5.31586
"(0.8, 0.0)",9.11538
"(0.9, 0.0)",16.29958
"(1.0, 0.0)",21.90572
"(0.0, 0.1)",0.21055999999999997
"(0.1, 0.1)",0.08189999999999972
"(0.2, 0.1)",0.3056000000000001
"(0.3, 0.1)",0.6790600000000001
"(0.4, 0.1)",1.2179200000000001
"(0.5, 0.1)",1.9986000000000002
"(0.6, 0.1)",3.1983
"(0.7, 0.1)",5.26374
"(0.8, 0.1)",9.13682
"(0.9, 0.1)",16.32798
"(1.0, 0.1)",21.90414
"(0.0, 0.2)",0.47602
"(0.1, 0.2)",0.2524600000000001
"(0.2, 0.2)",0.1449199999999999
"(0.3, 0.2)",0.44063999999999987
"(0.4, 0.2)",0.9873199999999999
"(0.5, 0.2)",1.79498
"(0.6, 0.2)",3.02782
"(0.7, 0.2)",5.12222
"(0.8, 0.2)",9.00072
"(0.9, 0.2)",16.17946
"(1.0, 0.2)",21.83906
"(0.0, 0.3)",0.8468
"(0.1, 0.3)",0.6231200000000001
"(0.2, 0.3)",0.34534
"(0.3, 0.3)",0.2057600000000001
"(0.4, 0.3)",0.6561400000000001
"(0.5, 0.3)",1.47736
"(0.6, 0.3)",2.74068
"(0.7, 0.3)",4.89034
"(0.8, 0.3)",8.80184
"(0.9, 0.3)",16.10192
"(1.0, 0.3)",21.80422
"(0.0, 0.4)",1.36154
"(0.1, 0.4)",1.1443
"(0.2, 0.4)",0.86494
"(0.3, 0.4)",0.47922
"(0.4, 0.4)",0.29906000000000005
"(0.5, 0.4)",0.98376
"(0.6, 0.4)",2.28756
"(0.7, 0.4)",4.49634
"(0.8, 0.4)",8.50404
"(0.9, 0.4)",15.87346
"(1.0, 0.4)",21.71418
"(0.0, 0.5)",2.10454
"(0.1, 0.5)",1.94048
"(0.2, 0.5)",1.65992
"(0.3, 0.5)",1.28396
"(0.4, 0.5)",0.7399800000000001
"(0.5, 0.5)",0.39524000000000004
"(0.6, 0.5)",1.52192
"(0.7, 0.5)",3.80336
"(0.8, 0.5)",7.99552
"(0.9, 0.5)",15.61716
"(1.0, 0.5)",21.52252
"(0.0, 0.6)",3.29372
"(0.1, 0.6)",3.13898
"(0.2, 0.6)",2.9105
"(0.3, 0.6)",2.56974
"(0.4, 0.6)",2.0006
"(0.5, 0.6)",1.19626
"(0.6, 0.6)",0.5604
"(0.7, 0.6)",2.5936
"(0.8, 0.6)",6.90356
"(0.9, 0.6)",14.90096
"(1.0, 0.6)",21.23582
"(0.0, 0.7)",5.2949
"(0.1, 0.7)",5.20572
"(0.2, 0.7)",5.02602
"(0.3, 0.7)",4.67872
"(0.4, 0.7)",4.21632
"(0.5, 0.7)",3.43116
"(0.6, 0.7)",2.12018
"(0.7, 0.7)",0.86652
"(0.8, 0.7)",5.00608
"(0.9, 0.7)",13.637
"(1.0, 0.7)",20.60582
"(0.0, 0.8)",9.1561
"(0.1, 0.8)",8.99396
"(0.2, 0.8)",8.86056
"(0.3, 0.8)",8.604659999999999
"(0.4, 0.8)",8.28586
"(0.5, 0.8)",7.66364
"(0.6, 0.8)",6.4633400000000005
"(0.7, 0.8)",4.2007200000000005
"(0.8, 0.8)",1.3685999999999998
"(0.9, 0.8)",10.2862
"(1.0, 0.8)",18.90578
"(0.0, 0.9)",16.30462
"(0.1, 0.9)",16.19848
"(0.2, 0.9)",16.10504
"(0.3, 0.9)",15.89016
"(0.4, 0.9)",15.67566
"(0.5, 0.9)",15.21848
"(0.6, 0.9)",14.3841
"(0.7, 0.9)",12.60182
"(0.8, 0.9)",8.4694
"(0.9, 0.9)",2.68464
"(1.0, 0.9)",13.79418
"(0.0, 1.0)",21.9128
"(0.1, 1.0)",21.86764
"(0.2, 1.0)",21.7427
"(0.3, 1.0)",21.62352
"(0.4, 1.0)",21.3692
"(0.5, 1.0)",21.03316
"(0.6, 1.0)",20.56746
"(0.7, 1.0)",19.39408
"(0.8, 1.0)",16.66562
"(0.9, 1.0)",7.509399999999999
"(1.0, 1.0)",7.6677800000000005
