phi_men,phi_women
"(0.0, 0.0)",24.5
"(0.1, 0.0)",24.5
"(0.2, 0.0)",24.5
"(0.3, 0.0)",24.5
"(0.4, 0.0)",24.5
"(0.5, 0.0)",24.5
"(0.6, 0.0)",24.5
"(0.7, 0.0)",24.5
"(0.8, 0.0)",24.5
"(0.9, 0.0)",24.5
"(1.0, 0.0)",24.5
"(0.0, 0.1)",24.71056
"(0.1, 0.1)",24.68428
"(0.2, 0.1)",24.66644
"(0.3, 0.1)",24.65136
"(0.4, 0.1)",24.62528
"(0.5, 0.1)",24.60624
"(0.6, 0.1)",24.58806
"(0.7, 0.1)",24.56676
"(0.8, 0.1)",24.549879999999998
"(0.9, 0.1)",24.5304
"(1.0, 0.1)",24.51944
"(0.0, 0.2)",24.97602
"(0.1, 0.2)",24.94158
"(0.2, 0.2)",24.90678
"(0.3, 0.2)",24.86758
"(0.4, 0.2)",24.82016
"(0.5, 0.2)",24.77032
"(0.6, 0.2)",24.72988
"(0.7, 0.2)",24.68648
"(0.8, 0.2)",24.6302
"(0.9, 0.2)",24.58522
"(1.0, 0.2)",24.54486
"(0.0, 0.3)",25.3468
"(0.1, 0.3)",25.29908
"(0.2, 0.3)",25.24922
"(0.3, 0.3)",25.18378
"(0.4, 0.3)",25.11688
"(0.5, 0.3)",25.04734
"(0.6, 0.3)",24.96294
"(0.7, 0.3)",24.86732
"(0.8, 0.3)",24.76456
"(0.9, 0.3)",24.66122
"(1.0, 0.3)",24.595579999999998
"(0.0, 0.4)",25.86154
"(0.1, 0.4)",25.79502
"(0.2, 0.4)",25.74334
"(0.3, 0.4)",25.67568
"(0.4, 0.4)",25.58246
"(0.5, 0.4)",25.46466
"(0.6, 0.4)",25.33248
"(0.7, 0.4)",25.18132
"(0.8, 0.4)",24.99684
"(0.9, 0.4)",24.80872
"(1.0, 0.4)",24.6703
"(0.0, 0.5)",26.60454
"(0.1, 0.5)",26.56784
"(0.2, 0.5)",26.48708
"(0.3, 0.5)",26.4118
"(0.4, 0.5)",26.30672
"(0.5, 0.5)",26.15572
"(0.6, 0.5)",25.96308
"(0.7, 0.5)",25.72238
"(0.8, 0.5)",25.4253
"(0.9, 0.5)",25.07204
"(1.0, 0.5)",24.8225
"(0.0, 0.6)",27.79372
"(0.1, 0.6)",27.74656
"(0.2, 0.6)",27.68498
"(0.3, 0.6)",27.6022
"(0.4, 0.6)",27.44854
"(0.5, 0.6)",27.30252
"(0.6, 0.6)",27.03736
"(0.7, 0.6)",26.6688
"(0.8, 0.6)",26.21972
"(0.9, 0.6)",25.57464
"(1.0, 0.6)",25.09814
"(0.0, 0.7)",29.7949
"(0.1, 0.7)",29.78164
"(0.2, 0.7)",29.73798
"(0.3, 0.7)",29.61836
"(0.4, 0.7)",29.49614
"(0.5, 0.7)",29.31112
"(0.6, 0.7)",29.01408
"(0.7, 0.7)",28.52054
"(0.8, 0.7)",27.7594
"(0.9, 0.7)",26.61648
"(1.0, 0.7)",25.69038
"(0.0, 0.8)",33.6561
"(0.1, 0.8)",33.55394
"(0.2, 0.8)",33.5184
"(0.3, 0.8)",33.42438
"(0.4, 0.8)",33.357639999999996
"(0.5, 0.8)",33.19702
"(0.6, 0.8)",32.86256
"(0.7, 0.8)",32.30634
"(0.8, 0.8)",31.2956
"(0.9, 0.8)",29.43016
"(1.0, 0.8)",27.2951
"(0.0, 0.9)",40.80462
"(0.1, 0.9)",40.73488
"(0.2, 0.9)",40.70424
"(0.3, 0.9)",40.58414
"(0.4, 0.9)",40.54766
"(0.5, 0.9)",40.3783
"(0.6, 0.9)",40.1244
"(0.7, 0.9)",39.5871
"(0.8, 0.9)",38.647
"(0.9, 0.9)",36.53446
"(1.0, 0.9)",32.2216
"(0.0, 1.0)",46.4128
"(0.1, 1.0)",46.38868
"(0.2, 1.0)",46.30676
"(0.3, 1.0)",46.23496
"(0.4, 1.0)",46.10554
"(0.5, 1.0)",45.9417
"(0.6, 1.0)",45.8266
"(0.7, 1.0)",45.47052
"(0.8, 1.0)",44.9545
"(0.9, 1.0)",43.50072
"(1.0, 1.0)",38.20242
