dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,9.5,0.0,199.46655,0.010823305382086144
0.2,8.994725,0.03679710785462155,199.47475,0.026755297785597498
0.4,8.08885,0.07571079009872858,199.47765,0.03019678723963777
0.6,6.29815,0.12519662313514868,199.48515,0.039473843788442924
0.8,2.97625,0.1492424050146119,199.48945,0.03962988490745085
1.0,0.3402,0.06366408847706972,199.499775,0.04137640564916719
