dispersion,mean,stddev
0.0,94.153,6.242319885872363
0.05,94.155,6.031198085815981
0.1,94.138,6.287964256776154
0.15,94.143,6.551600909279691
0.2,94.568,6.341892114786847
0.25,94.686,6.420796728649073
0.3,95.164,6.688784930302651
0.35,95.331,6.423449205816117
0.4,95.901,6.378548807125715
0.45,96.862,6.696102881064014
0.5,97.496,6.9725605483638935
0.55,98.48,7.391226571431174
0.6,99.271,7.42581320137409
0.65,100.873,7.2168520806480405
0.7,101.653,7.510592519901476
0.75,102.518,7.300203351206662
0.8,103.666,7.875053044929949
0.85,104.738,7.706149540512482
0.9,106.837,7.710894169218567
0.95,106.727,7.787754497935853
1.0,107.316,8.147301548520376
