dispersion,mean,stddev
0.0,37.857,7.152881567222731
0.05,37.707,7.416208677697194
0.1,37.896,7.316742357000055
0.15,38.037,7.182842349949233
0.2,38.107,7.342715197150606
0.25,38.07,7.306879668537761
0.3,38.452,7.530498283938747
0.35,38.58,7.438745521587288
0.4,38.604,7.378321192766253
0.45,38.966,7.556318014876156
0.5,39.153,7.7955347065715355
0.55,38.586,7.80317201485995
0.6,39.356,8.272708244686362
0.65,39.871,8.301401825732341
0.7,39.314,8.587732713187641
0.75,40.194,9.409936817583363
0.8,40.622,9.410615052996041
0.85,41.521,10.3592892552469
0.9,41.251,10.493717983494559
0.95,41.324,10.401693093877517
1.0,42.331,11.191187679673757
