dispersion,mean,stddev
0.0,83.224,7.56062080698318
0.05,82.87,7.408642789876428
0.1,83.11,7.601426292590206
0.15,83.552,7.379007097553555
0.2,83.494,7.844456609574656
0.25,83.869,7.624695074229196
0.3,84.186,7.907587112004137
0.35,84.108,7.957239072294715
0.4,84.911,8.045483752317745
0.45,85.136,8.352081253272221
0.5,86.346,8.04879289502886
0.55,87.143,8.531432255860462
0.6,88.072,8.887733558551798
0.65,89.01,8.595800590275916
0.7,90.711,9.080194322200871
0.75,92.586,9.51215459741299
0.8,93.525,9.57282685595086
0.85,95.585,10.129233750702783
0.9,96.95,10.136283551886473
0.95,97.591,10.612556023189953
1.0,98.045,10.84456451774711
