dispersion,mean,stddev
0.0,111.214,3.2709177462759444
0.05,111.057,3.36081032580627
0.1,111.339,3.2577126471946065
0.15,111.64,3.2488390164726466
0.2,111.524,3.351216891616336
0.25,111.64,3.352855744233808
0.3,112.259,3.4166639566384918
0.35,112.456,3.4333441208029023
0.4,112.803,3.456028809939977
0.45,112.923,3.5841201035842696
0.5,113.458,3.5700113418560706
0.55,113.992,3.600958608884987
0.6,114.379,3.7340731517074355
0.65,114.862,3.5661847503562787
0.7,115.144,3.81625835443931
0.75,115.604,3.7093049137194076
0.8,116.135,3.7904013167660944
0.85,116.549,3.6538951750084387
0.9,116.78,3.6667485658339114
0.95,117.073,3.637430673140301
1.0,116.995,3.804661673585504
