dispersion,mean,stddev
0.0,62.203,8.547446978475493
0.05,62.253,8.71004339000994
0.1,61.865,8.523698048876932
0.15,62.523,9.097265041276485
0.2,62.439,8.759281020951663
0.25,62.369,9.060404512488939
0.3,62.569,9.51934119867845
0.35,62.974,8.975069686407782
0.4,62.77,9.55177137165334
0.45,63.437,9.520434321482906
0.5,64.827,10.088054313882328
0.55,64.982,9.93682124305436
0.6,65.991,10.000946852070454
0.65,66.494,11.107174858321684
0.7,67.836,11.048310693005025
0.75,69.122,11.411719561194243
0.8,70.614,12.382177608253015
0.85,72.296,12.475817810068806
0.9,75.165,13.24013127110438
0.95,75.018,13.314313611559063
1.0,75.469,14.1355173888985
