phi_men,phi_women
"(0.0, 0.0)",42
"(0.1, 0.0)",41.574
"(0.2, 0.0)",41.121
"(0.3, 0.0)",40.553
"(0.4, 0.0)",39.966
"(0.5, 0.0)",39.367
"(0.6, 0.0)",38.804
"(0.7, 0.0)",38.238
"(0.8, 0.0)",37.763
"(0.9, 0.0)",37.528
"(1.0, 0.0)",37.459
"(0.0, 0.1)",42
"(0.1, 0.1)",41.621
"(0.2, 0.1)",41.115
"(0.3, 0.1)",40.565
"(0.4, 0.1)",39.961
"(0.5, 0.1)",39.392
"(0.6, 0.1)",38.785
"(0.7, 0.1)",38.211
"(0.8, 0.1)",37.754
"(0.9, 0.1)",37.425
"(1.0, 0.1)",37.333
"(0.0, 0.2)",42
"(0.1, 0.2)",41.633
"(0.2, 0.2)",41.182
"(0.3, 0.2)",40.64
"(0.4, 0.2)",39.999
"(0.5, 0.2)",39.321
"(0.6, 0.2)",38.735
"(0.7, 0.2)",38.078
"(0.8, 0.2)",37.68
"(0.9, 0.2)",37.354
"(1.0, 0.2)",37.162
"(0.0, 0.3)",42
"(0.1, 0.3)",41.684
"(0.2, 0.3)",41.242
"(0.3, 0.3)",40.728
"(0.4, 0.3)",40.183
"(0.5, 0.3)",39.478
"(0.6, 0.3)",38.766
"(0.7, 0.3)",38.151
"(0.8, 0.3)",37.62
"(0.9, 0.3)",37.211
"(1.0, 0.3)",37.155
"(0.0, 0.4)",42
"(0.1, 0.4)",41.676
"(0.2, 0.4)",41.321
"(0.3, 0.4)",40.83
"(0.4, 0.4)",40.262
"(0.5, 0.4)",39.639
"(0.6, 0.4)",38.815
"(0.7, 0.4)",38.182
"(0.8, 0.4)",37.475
"(0.9, 0.4)",37.09
"(1.0, 0.4)",36.93
"(0.0, 0.5)",42
"(0.1, 0.5)",41.769
"(0.2, 0.5)",41.365
"(0.3, 0.5)",40.932
"(0.4, 0.5)",40.284
"(0.5, 0.5)",39.63
"(0.6, 0.5)",38.897
"(0.7, 0.5)",38.207
"(0.8, 0.5)",37.423
"(0.9, 0.5)",36.875
"(1.0, 0.5)",36.824
"(0.0, 0.6)",42
"(0.1, 0.6)",41.798
"(0.2, 0.6)",41.557
"(0.3, 0.6)",41.089
"(0.4, 0.6)",40.498
"(0.5, 0.6)",39.889
"(0.6, 0.6)",39.095
"(0.7, 0.6)",38.125
"(0.8, 0.6)",37.412
"(0.9, 0.6)",36.937
"(1.0, 0.6)",36.47
"(0.0, 0.7)",42
"(0.1, 0.7)",41.881
"(0.2, 0.7)",41.616
"(0.3, 0.7)",41.185
"(0.4, 0.7)",40.665
"(0.5, 0.7)",39.88
"(0.6, 0.7)",39.166
"(0.7, 0.7)",38.232
"(0.8, 0.7)",37.243
"(0.9, 0.7)",36.666
"(1.0, 0.7)",36.376
"(0.0, 0.8)",42
"(0.1, 0.8)",41.884
"(0.2, 0.8)",41.644
"(0.3, 0.8)",41.307
"(0.4, 0.8)",40.627
"(0.5, 0.8)",40.088
"(0.6, 0.8)",39.281
"(0.7, 0.8)",38.273
"(0.8, 0.8)",37.402
"(0.9, 0.8)",36.705
"(1.0, 0.8)",36.272
"(0.0, 0.9)",42
"(0.1, 0.9)",41.882
"(0.2, 0.9)",41.658
"(0.3, 0.9)",41.363
"(0.4, 0.9)",40.913
"(0.5, 0.9)",40.089
"(0.6, 0.9)",39.374
"(0.7, 0.9)",38.454
"(0.8, 0.9)",37.371
"(0.9, 0.9)",36.479
"(1.0, 0.9)",36.273
"(0.0, 1.0)",42
"(0.1, 1.0)",41.905
"(0.2, 1.0)",41.732
"(0.3, 1.0)",41.392
"(0.4, 1.0)",40.857
"(0.5, 1.0)",40.186
"(0.6, 1.0)",39.377
"(0.7, 1.0)",38.428
"(0.8, 1.0)",37.265
"(0.9, 1.0)",36.559
"(1.0, 1.0)",36.172
