dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,113.896,3.363703093095242,105,0.0
0.05,113.602,3.314601421375213,105.96,1.2593593553811342
0.1,113.471,3.1570755654760827,107.202,1.8456984051037706
0.15,113.45,3.276314123254093,108.557,2.4241756594000416
0.2,113.384,3.5029722829070193,110.229,2.941293968682867
0.25,113.196,3.4405553943253726,111.898,3.3860096073491968
0.3,112.993,3.509026113363117,114.441,4.1211045245786355
0.35,112.792,3.685962875874135,117.21,4.692965365728147
0.4,112.38,3.414858893316276,120.41,5.0793404788121554
0.45,111.893,3.4101583805125797,124.147,6.033223913530045
0.5,111.457,3.5511634377710304,128.804,6.58946166276161
0.55,111.129,3.63146617037066,133.862,7.203808079817983
0.6,110.75,3.6036768010583975,139.256,7.7011539246902325
0.65,110.265,3.8316388734399873,145.992,8.557404113699736
0.7,109.985,3.658436709738076,153.275,9.143356931454441
0.75,109.384,3.728866912139457,160.939,9.269044945095164
0.8,109.045,3.716555904031014,167.78,9.13263406717936
0.85,108.604,3.60446614301982,174.597,9.170752078956976
0.9,108.207,3.815063001538206,179.537,8.710482392124073
0.95,108.021,3.5982643741818787,182.991,8.285986759377339
1.0,108.209,3.6833253841991596,184.087,7.742052077477287
