dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,8.732666666666667,0.4172559729847326,7,0.0
0.05,8.6988,0.4028464840782139,7.049333333333333,0.08416898330789332
0.1,8.711066666666667,0.4143700819159236,7.1029333333333335,0.1260624120494755
0.15,8.7374,0.4291838441803684,7.1692,0.16683749670221446
0.2,8.695533333333334,0.4250917243198182,7.249466666666667,0.19815000233011207
0.25,8.680066666666667,0.43897839459341126,7.361133333333333,0.24092572549481964
0.3,8.633933333333333,0.429901810507689,7.489533333333333,0.2989571538268798
0.35,8.629866666666667,0.42676183456492334,7.636066666666666,0.32544089170879925
0.4,8.605133333333333,0.4461083518052978,7.825266666666667,0.367512652835843
0.45,8.567733333333333,0.4499941002344379,8.041133333333333,0.4196397022469682
0.5,8.493866666666667,0.47046708392281034,8.298266666666667,0.473313284691509
0.55,8.4238,0.4794036214680915,8.651733333333333,0.5240849109474262
0.6,8.4014,0.475934283626658,9.0168,0.5770014650680626
0.65,8.308666666666667,0.48563435794690996,9.4198,0.6492444587796996
0.7,8.208,0.4888415665512697,9.957266666666667,0.6638382409133929
0.75,8.152066666666666,0.49908397460005816,10.4034,0.6697174074565292
0.8,8.064533333333333,0.5254039169463902,10.8724,0.6957506562284429
0.85,7.966866666666666,0.4951280424749862,11.360066666666667,0.6974354375301388
0.9,7.875733333333334,0.5038280951039578,11.730666666666666,0.6970213250801623
0.95,7.886466666666666,0.5311633825702106,11.9352,0.6719947778263388
1.0,7.861466666666667,0.5289522930341487,11.999733333333333,0.6636635194470332
