dispersion,suitors borda_mean,suitors borda_stdev,reviewers borda_mean,reviewers borda_stdev
0.0,186.659,7.477742683165531,105,0.0
0.05,187.205,7.2043651960376,105.298,1.2770383028033367
0.1,187.192,7.37343227428743,105.497,1.8674791775220623
0.15,186.82,7.399212684356921,106.144,2.502304043381924
0.2,186.977,7.279661013018702,106.514,3.053051772427897
0.25,187.15,7.473644047943102,107.162,3.6907150225095107
0.3,186.714,7.459748779406171,107.875,4.1970215617733
0.35,186.821,7.406876590089834,109.018,5.154050857358728
0.4,186.225,7.662969143621557,110.188,5.678635655058608
0.45,186.182,7.824710991602316,111.558,6.820935504838112
0.5,186.021,7.79315676040796,114.036,7.6202869219454445
0.55,186.141,7.809872797498889,116.256,8.653169439074988
0.6,186.002,8.236980262441076,119.709,9.842418005357839
0.65,185.229,8.372015865348658,123.549,11.663345687778984
0.7,184.493,9.047198616301225,128.783,12.735151946290044
0.75,184.572,9.211387825168673,133.941,14.704956809006777
0.8,184.27,9.774591686747977,139.094,15.405339609644718
0.85,183.712,9.902176988375288,143.669,15.616123152123972
0.9,183.444,10.501292355759892,147.441,16.726335201988785
0.95,182.758,10.535389429462512,150.805,16.907478754617372
1.0,183.136,10.811493531996048,151.963,17.28642390581266
