dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,-0.09479999999999998,0.230591930931146,0,0.0
0.25,-0.1157333333333333,0.24280612903974474,-0.12426666666666665,0.268841366328524
0.5,-0.06906666666666667,0.2554653457193456,-0.29013333333333335,0.42992128758171627
0.75,-0.022400000000000024,0.2617031723808516,-0.5708,0.6816164658056312
1.0,0.0029333333333333334,0.3081471047490457,-0.8904,0.7451625751577438
