dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,0,0.0,0,0.0
0.25,0,0.0,-0.206,0.24795669096991318
0.5,0,0.0,-0.3784,0.4226656931096008
0.75,0,0.0,-0.6429333333333334,0.6344706028586222
1.0,0,0.0,-0.8848,0.6403142181220028
