Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
2,300,0.0,514.6533333333333,25.937712345159195,342.00666666666666,3.486304300169174,348.8333333333333,9.037146804792133,316.67333333333335,11.986847751417383,343.62,9.153185531230509
3,300,0.0,525.8933333333333,21.690051740810016,361.5466666666667,4.0526512436808915,348.6066666666667,9.021150886165355,316.56,10.769382401764561,340.73333333333335,8.706756357219495
4,300,0.0,533.5266666666666,18.36092168683687,380.0133333333333,4.29137838131679,348.53333333333336,8.839103682783046,315.06666666666666,11.324776345876165,339.35333333333335,9.291792341722894
5,300,0.0,532.4466666666667,15.362089075403333,397.47333333333336,6.053116859407766,349,8.690811316688556,313.02,10.968820973880783,335.68,8.916706286892678
6,300,0.0,528.4933333333333,14.667567594863442,415.3466666666667,6.22183497250256,349.05333333333334,9.292261821209893,314.02,11.337690306076897,333.2133333333333,9.094276293226368
7,300,0.0,524.0066666666667,12.694392709538416,432.6933333333333,5.841240406408438,349.1933333333333,8.065750498012994,316.29333333333335,11.056624645246004,331.3,9.946669875427567
8,300,0.0,515.2733333333333,13.793732973754075,447.96,6.229266280169901,347.93333333333334,8.8716929118992,316.3333333333333,11.638668866128613,328.53333333333336,10.119863295006494
9,300,0.0,507.24,12.393806636906199,461.46666666666664,6.821468938487311,349.38,9.422000528535941,318.75333333333333,10.988057377066259,325.88,9.116634254714192
10,300,0.0,498.41333333333336,11.457061165904811,473.6066666666667,7.683239552582711,347.4533333333333,8.946962790619718,320.26,10.293954699516833,325.38,10.245097043113784
11,300,0.0,486.9266666666667,11.024132568208337,485.18666666666667,8.69265420550394,350.20666666666665,9.403909415995592,320.02,9.066843497420225,322.54,10.925390660009622
