Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
2,2775,0.0,4797.453333333333,141.6286185516231,2912.1,5.991884892398918,2936.16,15.495433403936753,2818.0733333333333,17.63275500927187,2928.5866666666666,16.698344838873755
3,2775,0.0,4994.293333333333,130.00162862514514,2980.766666666667,7.3195671074060815,2936.9133333333334,16.092407925514543,2809.233333333333,20.043381363066572,2926.1466666666665,16.628344308797
4,2775,0.0,5079.546666666667,126.08027626333875,3046.78,8.387326649305347,2936.673333333333,16.696861685855804,2805.56,20.02229629671104,2923.1866666666665,16.22053825548151
5,2775,0.0,5142.88,110.34430070459723,3112.76,9.539518651765537,2938.0066666666667,18.01024938122871,2799.5133333333333,19.436261919538996,2919.8,16.366195312084255
6,2775,0.0,5184.846666666666,93.53553225477174,3177.94,10.489515378982293,2938.1066666666666,15.790638066882671,2799.346666666667,19.568837940575804,2917.2533333333336,16.889767628930958
7,2775,0.0,5219.78,80.03689333864736,3241.9066666666668,10.796063579579258,2937.0266666666666,17.70259400347592,2796.3866666666668,18.583310209554135,2912.94,17.289182714234194
8,2775,0.0,5228.433333333333,73.6738155398298,3307.5866666666666,11.476375890472495,2937.74,17.35087178437592,2798.3933333333334,20.12774527248184,2908.8933333333334,18.528464105340955
9,2775,0.0,5229.893333333333,66.26853512190819,3369.5933333333332,11.0271761106546,2937.9133333333334,16.637846670601697,2800.36,18.158984686160586,2906.3733333333334,15.147395136403636
10,2775,0.0,5239.14,66.38478741398514,3430.26,11.731006353553564,2937.0466666666666,17.44880783476585,2799.4733333333334,19.854063762230652,2902.786666666667,16.716983554154982
11,2775,0.0,5229.9,53.146846080667366,3490.4266666666667,11.58588974413752,2934.36,17.456861499789095,2798.7,21.617402261532554,2900.266666666667,17.44239480304595
12,2775,0.0,5221.573333333334,55.64247649194453,3552.733333333333,12.624503002599342,2937.98,17.30402055930293,2799.6,19.838272278095836,2897.6133333333332,17.528035708378262
13,2775,0.0,5210.033333333334,50.181204089259104,3611.653333333333,13.491228403962136,2939.9133333333334,17.02817904039558,2800.0466666666666,18.651281211427285,2891.346666666667,16.848709614090787
14,2775,0.0,5198.793333333333,44.94579832945496,3670.7933333333335,12.982330101125381,2937.86,17.787722936011853,2800.2933333333335,18.23579585757869,2889.9266666666667,19.130809567824304
15,2775,0.0,5188.566666666667,45.64664643866181,3728.4733333333334,12.539171732634184,2937.1,18.152134860671346,2802.1266666666666,19.441979304693138,2886.06,16.953639905349778
