Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
16,2775,0.0,5174.7,42.80935574844961,3785.0933333333332,14.127105968403635,2941.36,17.47069646291552,2800.8133333333335,21.29637038321041,2880.48,17.621189197237292
17,2775,0.0,5157.373333333333,46.21608811761176,3840.78,14.906360968238904,2936.846666666667,16.288397759325363,2800.16,21.167304152883315,2878.193333333333,17.658086219875184
18,2775,0.0,5136.02,36.00698478101345,3895.5066666666667,15.095110843072774,2938.14,16.052777885847327,2803.58,19.244198986470508,2878.4733333333334,18.709613028782847
19,2775,0.0,5124.2,36.24413861430035,3950.8733333333334,13.86187696921379,2937.44,15.273119783445132,2803.786666666667,19.96762032134874,2873.72,20.31930348116617
20,2775,0.0,5095.34,35.93951481075134,4002.92,14.776418724967511,2936.2533333333336,17.984402887045746,2800.786666666667,18.924642741892843,2869.4266666666667,19.151584183398008
21,2775,0.0,5076.366666666667,35.56380345704177,4053.9266666666667,15.952150206065264,2936.4933333333333,16.059765335764435,2803.1266666666666,21.447390500574105,2865.86,18.041350713582112
22,2775,0.0,5053.493333333333,37.05242914564228,4106.966666666666,13.810518638194889,2934.4133333333334,17.360831741227248,2804.233333333333,19.160367606100223,2864.0866666666666,19.08192745131557
23,2775,0.0,5030.786666666667,32.77185456915073,4155.766666666666,17.215342254760603,2939.02,16.048780505219018,2807.1666666666665,19.605647955814614,2861.5933333333332,18.75955118403418
24,2775,0.0,5008.306666666666,34.640037096146,4205.833333333333,16.954109662612826,2936.846666666667,18.30712505393712,2804.6666666666665,18.189777594807087,2858.82,17.739377197514706
25,2775,0.0,4978.486666666667,38.43948205635225,4255.42,18.446101423285107,2935.66,15.872321948185327,2806.0466666666666,20.942662749576655,2852.1866666666665,21.044021187512907
26,2775,0.0,4955.113333333334,34.266530653722526,4300.653333333334,16.739611289685133,2936.32,18.518019520992677,2807.0133333333333,20.517789520338074,2852.0733333333333,17.834848876620782
27,2775,0.0,4921.133333333333,37.28714384606131,4345,17.579732076052007,2937.08,15.61771494599092,2809.193333333333,20.45118485488506,2849.6666666666665,19.517903213749616
28,2775,0.0,4894.046666666667,36.5653477112395,4389.72,18.58090237006551,2940.52,16.905072508275946,2808.5933333333332,21.278623569890105,2846.24,18.550377625997648
29,2775,0.0,4870.953333333333,35.30620354765641,4433.506666666667,20.77968376252857,2937.6266666666666,15.72223094415349,2811.233333333333,20.435663216450717,2839.9666666666667,18.58353773425173
30,2775,0.0,4836.92,35.49449716306825,4478.826666666667,21.57451475238539,2935.22,16.628942990053304,2811.8866666666668,20.51731521699773,2841.36,20.037977365810942
31,2775,0.0,4809.2266666666665,33.30339416095334,4520.22,18.832668317929734,2939.786666666667,17.323447533672436,2808.8,19.229451684344433,2835.4733333333334,18.530474326017767
32,2775,0.0,4772.893333333333,37.98836746478876,4561.26,21.46651208136984,2934.9466666666667,16.004104618917108,2813.04,20.626392163712858,2834.3133333333335,19.309953849592134
33,2775,0.0,4742.7733333333335,33.213797300161225,4600.733333333334,22.093354908121057,2936.9533333333334,16.873527444243337,2814.5333333333333,19.481420047556885,2832.5266666666666,19.46557679827355
34,2775,0.0,4707.02,36.00903503326416,4639.713333333333,19.795374914584176,2937.5466666666666,16.479634234988822,2813.713333333333,19.251893192589694,2831.286666666667,17.482622884117745
35,2775,0.0,4678.693333333334,30.50865135672608,4678.746666666667,20.741355979653797,2936.5533333333333,16.16464642927414,2815.3133333333335,18.22680991157182,2827.9533333333334,16.715277208889546
36,2775,0.0,4642.866666666667,31.447125468374907,4710.966666666666,24.708886716605612,2937.3933333333334,16.957466200917438,2819.733333333333,19.58449827559887,2827.26,17.969933875502516
