Window length,initmen_mean,initmen_stdev,topmen_mean,topmen_stdev,bottommen_mean,bottommen_stdev,initwomen_mean,initwomen_stdev,topwomen_mean,topwomen_stdev,bottomwomen_mean,bottomwomen_stdev
2,595,0.0,1022.7533333333333,46.138096862602694,655.6666666666666,4.268924179056409,664.7866666666666,11.1509392066389,617.4533333333334,14.38100288046264,659.3533333333334,10.09361328181212
3,595,0.0,1059.6333333333334,36.93644399308881,684.1133333333333,5.309908006972022,666.2933333333333,10.004392771195958,615.7533333333333,13.449351505868663,659.0933333333334,11.720656157426784
4,595,0.0,1069.54,34.428922990053486,713.7866666666666,5.3952336243482115,665.9933333333333,10.711279049741528,613.0866666666667,14.371829579375515,652.2933333333333,10.295986490259507
5,595,0.0,1079.18,29.165362834392184,741.4666666666667,5.563141725796453,666.66,11.533918465455928,611.9933333333333,13.857131358454339,651.5066666666667,11.70942754844592
6,595,0.0,1078.1,26.103755290541176,767.7333333333333,6.565791626818574,666.4666666666667,11.000711793118539,610.1733333333333,12.549898615418003,650.5,11.162467072333946
7,595,0.0,1079.12,19.11846501939909,793.8,7.493173627156347,668.4866666666667,10.727082120863086,612.72,12.487373488620227,646.7466666666667,13.309524604213202
8,595,0.0,1070.6466666666668,20.533206586087207,818.34,7.714563930922816,666.58,10.504885408687922,612.6333333333333,13.222117258119898,642.8933333333333,11.737707645048348
9,595,0.0,1065.8733333333332,18.824622126626892,844.2,7.30541768256809,666.52,10.439805084451638,613.7266666666667,12.092982415998401,639.18,12.47713075776273
10,595,0.0,1054.42,16.591527715864768,865.5733333333334,8.475267346789279,666.3333333333334,10.489794763647437,613.16,12.056956553885474,637.48,11.625429197532693
11,595,0.0,1042.7333333333333,15.350782795625724,888.1466666666666,9.31649807949985,667.5733333333334,11.473545098898828,617.9333333333333,13.016595842915597,635.2,12.005032501793883
12,595,0.0,1031.2533333333333,17.13984590576526,909.8666666666667,9.829872746393558,666.84,11.87410469955977,617.0866666666667,12.158316217463991,631.9733333333334,11.21118010220674
13,595,0.0,1019.06,15.247941878943012,930.7533333333333,9.277913925063913,666.5533333333333,11.052975952426646,618.4266666666666,13.42908126841321,629.9866666666667,12.345684606842713
14,595,0.0,1008.1333333333333,15.709043548765223,946.94,11.109721240439315,666.96,10.71966141907464,619.0666666666667,11.797318923414787,627.32,12.774408141111849
15,595,0.0,993.02,16.889085471205693,965.2,11.03259356658121,666.6533333333333,10.438047765904837,619.44,11.779563693336403,625.94,12.699009103657069
16,595,0.0,975.1066666666667,15.290540422045595,984.66,10.866999487086995,666.7533333333333,10.613361634758169,621.9466666666667,12.05567992045737,622.3066666666666,12.4517574655991
