dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,0.0,0.0,0.0,0.0
0.25,-0.0023000000000000043,0.010333333333333361,-0.006799999999999642,0.05553922992449651
0.5,0.0012999999999999635,0.011340015855189976,-0.007800000000000153,0.08238343463967955
0.75,0.0008000000000000274,0.012766749742589097,-0.011599999999999966,0.08912277311029296
1.0,-0.0008000000000000096,0.015484107199240666,0.004500000000000455,0.11831625997189639
