phi_men,phi_women
"(0.0, 0.0)",11325
"(0.1, 0.0)",11292.552
"(0.2, 0.0)",11251.036
"(0.3, 0.0)",11194.172
"(0.4, 0.0)",11114.492
"(0.5, 0.0)",10990.052
"(0.6, 0.0)",10794.748
"(0.7, 0.0)",10435.908
"(0.8, 0.0)",9662.576
"(0.9, 0.0)",7331.092
"(1.0, 0.0)",694.136
"(0.0, 0.1)",11325
"(0.1, 0.1)",11293.468
"(0.2, 0.1)",11253.552
"(0.3, 0.1)",11197.372
"(0.4, 0.1)",11114.512
"(0.5, 0.1)",10992.16
"(0.6, 0.1)",10796.628
"(0.7, 0.1)",10434.284
"(0.8, 0.1)",9673.156
"(0.9, 0.1)",7329.392
"(1.0, 0.1)",695.228
"(0.0, 0.2)",11325
"(0.1, 0.2)",11295.396
"(0.2, 0.2)",11255.552
"(0.3, 0.2)",11199.436
"(0.4, 0.2)",11120.016
"(0.5, 0.2)",10996.444
"(0.6, 0.2)",10799.668
"(0.7, 0.2)",10442.192
"(0.8, 0.2)",9666.82
"(0.9, 0.2)",7329.688
"(1.0, 0.2)",704.024
"(0.0, 0.3)",11325
"(0.1, 0.3)",11298.96
"(0.2, 0.3)",11261.012
"(0.3, 0.3)",11206.46
"(0.4, 0.3)",11129.1
"(0.5, 0.3)",11006.164
"(0.6, 0.3)",10809.96
"(0.7, 0.3)",10449.7
"(0.8, 0.3)",9682.188
"(0.9, 0.3)",7345.604
"(1.0, 0.3)",686.816
"(0.0, 0.4)",11325
"(0.1, 0.4)",11302.04
"(0.2, 0.4)",11267.668
"(0.3, 0.4)",11216.96
"(0.4, 0.4)",11141.404
"(0.5, 0.4)",11020.02
"(0.6, 0.4)",10822.444
"(0.7, 0.4)",10458.62
"(0.8, 0.4)",9690.564
"(0.9, 0.4)",7359.904
"(1.0, 0.4)",694.416
"(0.0, 0.5)",11325
"(0.1, 0.5)",11306.252
"(0.2, 0.5)",11274.976
"(0.3, 0.5)",11229.008
"(0.4, 0.5)",11156.76
"(0.5, 0.5)",11041.944
"(0.6, 0.5)",10845.884
"(0.7, 0.5)",10490.672
"(0.8, 0.5)",9705.952
"(0.9, 0.5)",7357.056
"(1.0, 0.5)",694.228
"(0.0, 0.6)",11325
"(0.1, 0.6)",11308.872
"(0.2, 0.6)",11283.896
"(0.3, 0.6)",11243.988
"(0.4, 0.6)",11178.792
"(0.5, 0.6)",11068.504
"(0.6, 0.6)",10885.792
"(0.7, 0.6)",10530.216
"(0.8, 0.6)",9746.196
"(0.9, 0.6)",7403.788
"(1.0, 0.6)",708.444
"(0.0, 0.7)",11325
"(0.1, 0.7)",11313.448
"(0.2, 0.7)",11292.556
"(0.3, 0.7)",11260.62
"(0.4, 0.7)",11207.832
"(0.5, 0.7)",11117.148
"(0.6, 0.7)",10946.404
"(0.7, 0.7)",10608.112
"(0.8, 0.7)",9835.068
"(0.9, 0.7)",7420.244
"(1.0, 0.7)",718.004
"(0.0, 0.8)",11325
"(0.1, 0.8)",11316.604
"(0.2, 0.8)",11302.708
"(0.3, 0.8)",11279.496
"(0.4, 0.8)",11240.692
"(0.5, 0.8)",11169.9
"(0.6, 0.8)",11036.144
"(0.7, 0.8)",10752.388
"(0.8, 0.8)",10030.948
"(0.9, 0.8)",7626.936
"(1.0, 0.8)",730.092
"(0.0, 0.9)",11325
"(0.1, 0.9)",11321.288
"(0.2, 0.9)",11312.976
"(0.3, 0.9)",11299.588
"(0.4, 0.9)",11277.46
"(0.5, 0.9)",11239.356
"(0.6, 0.9)",11157.36
"(0.7, 0.9)",10975.96
"(0.8, 0.9)",10454.336
"(0.9, 0.9)",8239.152
"(1.0, 0.9)",773.14
"(0.0, 1.0)",11325
"(0.1, 1.0)",11323.888
"(0.2, 1.0)",11321.656
"(0.3, 1.0)",11318.32
"(0.4, 1.0)",11310.724
"(0.5, 1.0)",11297.38
"(0.6, 1.0)",11275.424
"(0.7, 1.0)",11216.856
"(0.8, 1.0)",11059.664
"(0.9, 1.0)",10157.388
"(1.0, 1.0)",828.656
