dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,0.030875,0.10252009434615608,0.0,0.0
0.25,0.02725,0.10863005103555824,0.066,0.23640513401232932
0.5,0.02725,0.11519855992245827,0.151,0.3921610514702987
0.75,0.01175,0.12261003515504235,0.24625,0.5400486923325434
1.0,0.01175,0.1116608958214811,0.2615,0.5564023576366149
