dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,-0.03525,0.11203231113718372,0.0,0.0
0.25,-0.034875,0.11374223785239884,-0.0435,0.2235401982199627
0.5,-0.029375,0.11128282995702098,-0.086125,0.3593950113025348
0.75,-0.0185,0.08808665766879374,-0.0345,0.24671972077768858
1.0,-0.007,0.06744849367702217,-0.003,0.12502652371249723
