dispersion,suitors_mean,suitors_stdev,reviewers_mean,reviewers_stdev
0.0,1.051375,0.45320429003210405,0.0,0.0
0.25,1.07,0.4490494353580632,-0.015,0.40159685012463686
0.5,1.01625,0.455459527160077,0.0145,0.684545179007275
0.75,1.036625,0.4876020304665631,-0.000125,0.9793683023493495
1.0,1.037,0.4822030379101419,0.026625,1.077322425266913
