dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,0.074,0.16428173510311025,0.0,0.0
0.25,0.080125,0.1637373485014775,0.116125,0.31977784044902524
0.5,0.049125,0.15134898708247402,0.31225,0.5152212052996172
0.75,0.04225,0.1646725677049901,0.497,0.6977035834007808
1.0,0.04825,0.17024150395737717,0.585,0.7467773606814996
