dispersion,residents_mean,residents_stdev,hospitals_mean,hospitals_stdev
0.0,-0.023999999999999962,0.05654013750066741,0.0,0.0
0.25,-0.027866666666666696,0.05755218030863431,-0.02986666666666666,0.12352288339412723
0.5,-0.02199999999999998,0.06633451392463156,-0.09719999999999998,0.245851215513707
0.75,-0.011733333333333299,0.056957831384295055,-0.19026666666666675,0.418480304534581
1.0,-0.001866666666666653,0.03690478843175134,-0.0064000000000000055,0.40901697545641386
