compromise_pdi,borda sum
3.0952380952380953,153
3.6190476190476195,152
3.533333333333333,139
3.295238095238095,139
3.2,136
3.9619047619047616,152
3.723809523809524,158
2.9428571428571426,149
3.0476190476190474,145
3.3238095238095235,140
2.971428571428572,118
3.466666666666667,165
3.485714285714286,141
3.7142857142857144,148
3.4952380952380953,133
3.3619047619047624,127
3.085714285714285,154
3.1809523809523808,131
3.142857142857143,143
3.4095238095238094,133
3.1619047619047618,144
3.485714285714286,138
3.6666666666666665,167
3.152380952380952,153
3.4761904761904767,155
3.8857142857142852,151
3.276190476190476,139
3.1428571428571432,139
3.5809523809523807,160
3.123809523809524,151
2.9904761904761905,143
3.1999999999999997,130
3.019047619047619,131
3.352380952380952,127
3.2285714285714286,155
3.6000000000000005,147
3.285714285714285,140
3.333333333333333,153
3.3142857142857145,130
3.2,113
3.6380952380952376,157
3.1904761904761907,125
3.0666666666666664,127
3.304761904761905,137
3.5523809523809518,130
3.4190476190476193,147
3.961904761904762,163
