dispersion,mean,stddev
0.0,74.257,12.707888945117574
0.05,74.12,12.866357026879953
0.1,74.213,12.632070305385424
0.15,74.887,12.607346119472416
0.2,74.358,13.129822094309892
0.25,74.169,13.187051881953652
0.3,74.635,13.55616260394307
0.35,74.876,13.198591850149274
0.4,75.402,13.600565112206603
0.45,75.205,13.768898196934915
0.5,75.213,13.745929636862746
0.55,75.993,14.268585898523495
0.6,75.816,14.289658440226566
0.65,76.639,14.98075772790222
0.7,77.869,15.09203792099028
0.75,77.587,16.0405027579789
0.8,79.528,16.550139670804086
0.85,81.676,18.20671602756819
0.9,82.3,19.04317837554022
0.95,84.412,21.523464300978954
1.0,83.808,20.40125847459777
