dispersion,mean,stddev
0.0,0,0.0
0.5,208430.75333333333,4051.9232072119617
1.0,249749.74,230.4281658938159
1.5,234439.56666666665,2393.0114276249847
2.0,207643.72,4306.361974205119
2.5,183732.82,4169.171142936328
3.0,163765.96666666665,4975.319165117405
3.5,146721.84666666665,5524.427998713577
4.0,132477.46666666667,5406.0566911424285
