dispersion,mean,stddev
0.0,0,0.0
0.25,159.3,8.026105366050135
0.5,245.08,2.3805332964506514
0.75,248.88,0.38544964466377263
1.0,249,0.0
1.25,248.98,0.1414213562373095
1.5,248.82,0.38808793449160356
1.75,247.48,1.4602208387635014
2.0,245,1.8070158058105026
