phi_men,phi_women
"(0.0, 0.0)",11325
"(0.1, 0.0)",11292.914
"(0.2, 0.0)",11251.78
"(0.3, 0.0)",11195.558
"(0.4, 0.0)",11113.214
"(0.5, 0.0)",10991.934
"(0.6, 0.0)",10794.256
"(0.7, 0.0)",10436.96
"(0.8, 0.0)",9666.382
"(0.9, 0.0)",7338.298
"(1.0, 0.0)",694.754
"(0.0, 0.1)",11325
"(0.1, 0.1)",11293.432
"(0.2, 0.1)",11252.062
"(0.3, 0.1)",11196.684
"(0.4, 0.1)",11114.892
"(0.5, 0.1)",10991.784
"(0.6, 0.1)",10793.038
"(0.7, 0.1)",10435.46
"(0.8, 0.1)",9665.95
"(0.9, 0.1)",7328.824
"(1.0, 0.1)",693.414
"(0.0, 0.2)",11325
"(0.1, 0.2)",11295.778
"(0.2, 0.2)",11256.052
"(0.3, 0.2)",11201.136
"(0.4, 0.2)",11118.834
"(0.5, 0.2)",10998.352
"(0.6, 0.2)",10798.312
"(0.7, 0.2)",10442.56
"(0.8, 0.2)",9665.512
"(0.9, 0.2)",7338.158
"(1.0, 0.2)",694.288
"(0.0, 0.3)",11325
"(0.1, 0.3)",11298.528
"(0.2, 0.3)",11261.106
"(0.3, 0.3)",11208.58
"(0.4, 0.3)",11127.476
"(0.5, 0.3)",11009.182
"(0.6, 0.3)",10811.218
"(0.7, 0.3)",10448.402
"(0.8, 0.3)",9677.606
"(0.9, 0.3)",7329.07
"(1.0, 0.3)",689.63
"(0.0, 0.4)",11325
"(0.1, 0.4)",11302.116
"(0.2, 0.4)",11267.552
"(0.3, 0.4)",11215.85
"(0.4, 0.4)",11139.68
"(0.5, 0.4)",11018.702
"(0.6, 0.4)",10821.508
"(0.7, 0.4)",10465.552
"(0.8, 0.4)",9685.956
"(0.9, 0.4)",7342.396
"(1.0, 0.4)",697.67
"(0.0, 0.5)",11325
"(0.1, 0.5)",11305.188
"(0.2, 0.5)",11275.04
"(0.3, 0.5)",11229.43
"(0.4, 0.5)",11157.558
"(0.5, 0.5)",11040.848
"(0.6, 0.5)",10844.826
"(0.7, 0.5)",10486.682
"(0.8, 0.5)",9704.438
"(0.9, 0.5)",7371.254
"(1.0, 0.5)",705.264
"(0.0, 0.6)",11325
"(0.1, 0.6)",11308.878
"(0.2, 0.6)",11284.53
"(0.3, 0.6)",11243.498
"(0.4, 0.6)",11179.268
"(0.5, 0.6)",11073.09
"(0.6, 0.6)",10885.664
"(0.7, 0.6)",10527.474
"(0.8, 0.6)",9747.918
"(0.9, 0.6)",7376.262
"(1.0, 0.6)",701.102
"(0.0, 0.7)",11325
"(0.1, 0.7)",11313.152
"(0.2, 0.7)",11292.906
"(0.3, 0.7)",11261.272
"(0.4, 0.7)",11208.974
"(0.5, 0.7)",11114.522
"(0.6, 0.7)",10947.816
"(0.7, 0.7)",10609.314
"(0.8, 0.7)",9832.116
"(0.9, 0.7)",7450.264
"(1.0, 0.7)",714.944
"(0.0, 0.8)",11325
"(0.1, 0.8)",11316.818
"(0.2, 0.8)",11303.288
"(0.3, 0.8)",11280.962
"(0.4, 0.8)",11241.76
"(0.5, 0.8)",11172.758
"(0.6, 0.8)",11036.618
"(0.7, 0.8)",10750.828
"(0.8, 0.8)",10032.646
"(0.9, 0.8)",7606.232
"(1.0, 0.8)",724.534
"(0.0, 0.9)",11325
"(0.1, 0.9)",11320.618
"(0.2, 0.9)",11312.65
"(0.3, 0.9)",11300.66
"(0.4, 0.9)",11279.45
"(0.5, 0.9)",11237.444
"(0.6, 0.9)",11159.328
"(0.7, 0.9)",10981.524
"(0.8, 0.9)",10464.04
"(0.9, 0.9)",8237.344
"(1.0, 0.9)",747.806
"(0.0, 1.0)",11325
"(0.1, 1.0)",11323.45
"(0.2, 1.0)",11320.738
"(0.3, 1.0)",11317.228
"(0.4, 1.0)",11310.5
"(0.5, 1.0)",11298.878
"(0.6, 1.0)",11275.058
"(0.7, 1.0)",11219.57
"(0.8, 1.0)",11060.16
"(0.9, 1.0)",10173.324
"(1.0, 1.0)",821.486
