phi_men,phi_women
"(0.0, 0.0)",76.5
"(0.1, 0.0)",76.5
"(0.2, 0.0)",76.5
"(0.3, 0.0)",76.5
"(0.4, 0.0)",76.5
"(0.5, 0.0)",76.5
"(0.6, 0.0)",76.5
"(0.7, 0.0)",76.5
"(0.8, 0.0)",76.5
"(0.9, 0.0)",76.5
"(1.0, 0.0)",76.5
"(0.0, 0.1)",76.71305333333333
"(0.1, 0.1)",76.69313333333334
"(0.2, 0.1)",76.66898666666667
"(0.3, 0.1)",76.64870666666667
"(0.4, 0.1)",76.62772
"(0.5, 0.1)",76.60753333333334
"(0.6, 0.1)",76.58733333333333
"(0.7, 0.1)",76.56716
"(0.8, 0.1)",76.54784
"(0.9, 0.1)",76.52677333333334
"(1.0, 0.1)",76.50697333333333
"(0.0, 0.2)",76.99336
"(0.1, 0.2)",76.95045333333333
"(0.2, 0.2)",76.90902666666666
"(0.3, 0.2)",76.87150666666666
"(0.4, 0.2)",76.83074666666667
"(0.5, 0.2)",76.78064
"(0.6, 0.2)",76.7352
"(0.7, 0.2)",76.68104
"(0.8, 0.2)",76.62164
"(0.9, 0.2)",76.5734
"(1.0, 0.2)",76.5196
"(0.0, 0.3)",77.36968
"(0.1, 0.3)",77.31905333333333
"(0.2, 0.3)",77.27288
"(0.3, 0.3)",77.20530666666667
"(0.4, 0.3)",77.14016
"(0.5, 0.3)",77.05984
"(0.6, 0.3)",76.97665333333333
"(0.7, 0.3)",76.87417333333333
"(0.8, 0.3)",76.76272
"(0.9, 0.3)",76.64914666666667
"(1.0, 0.3)",76.54485333333334
"(0.0, 0.4)",77.90898666666666
"(0.1, 0.4)",77.85228
"(0.2, 0.4)",77.80152
"(0.3, 0.4)",77.72498666666667
"(0.4, 0.4)",77.61349333333334
"(0.5, 0.4)",77.50677333333333
"(0.6, 0.4)",77.36857333333333
"(0.7, 0.4)",77.20797333333333
"(0.8, 0.4)",77.00018666666666
"(0.9, 0.4)",76.7868
"(1.0, 0.4)",76.57729333333333
"(0.0, 0.5)",78.71617333333333
"(0.1, 0.5)",78.67154666666667
"(0.2, 0.5)",78.60708
"(0.3, 0.5)",78.529
"(0.4, 0.5)",78.40310666666667
"(0.5, 0.5)",78.23548
"(0.6, 0.5)",78.04254666666667
"(0.7, 0.5)",77.76153333333333
"(0.8, 0.5)",77.43018666666667
"(0.9, 0.5)",77.03965333333333
"(1.0, 0.5)",76.66068
"(0.0, 0.6)",80.05381333333334
"(0.1, 0.6)",79.99562666666667
"(0.2, 0.6)",79.91646666666666
"(0.3, 0.6)",79.84798666666667
"(0.4, 0.6)",79.70768
"(0.5, 0.6)",79.52094666666666
"(0.6, 0.6)",79.24870666666666
"(0.7, 0.6)",78.83373333333333
"(0.8, 0.6)",78.26224
"(0.9, 0.6)",77.47674666666667
"(1.0, 0.6)",76.77149333333334
"(0.0, 0.7)",82.42077333333333
"(0.1, 0.7)",82.36789333333333
"(0.2, 0.7)",82.34341333333333
"(0.3, 0.7)",82.22477333333333
"(0.4, 0.7)",82.12336
"(0.5, 0.7)",81.89881333333334
"(0.6, 0.7)",81.57410666666667
"(0.7, 0.7)",81.00234666666667
"(0.8, 0.7)",80.08274666666667
"(0.9, 0.7)",78.63652
"(1.0, 0.7)",77.07956
"(0.0, 0.8)",87.56130666666667
"(0.1, 0.8)",87.49278666666666
"(0.2, 0.8)",87.49702666666667
"(0.3, 0.8)",87.43592
"(0.4, 0.8)",87.29010666666667
"(0.5, 0.8)",87.11613333333334
"(0.6, 0.8)",86.73810666666667
"(0.7, 0.8)",86.13021333333333
"(0.8, 0.8)",84.78937333333333
"(0.9, 0.8)",81.85753333333334
"(1.0, 0.8)",77.90052
"(0.0, 0.9)",103.09934666666666
"(0.1, 0.9)",103.077
"(0.2, 0.9)",103.02534666666666
"(0.3, 0.9)",102.97664
"(0.4, 0.9)",102.85277333333333
"(0.5, 0.9)",102.79150666666666
"(0.6, 0.9)",102.48934666666666
"(0.7, 0.9)",101.96756
"(0.8, 0.9)",100.65866666666666
"(0.9, 0.9)",95.94329333333333
"(1.0, 0.9)",82.27602666666667
"(0.0, 1.0)",147.34629333333334
"(0.1, 1.0)",147.34538666666666
"(0.2, 1.0)",147.295
"(0.3, 1.0)",147.16170666666667
"(0.4, 1.0)",147.05932
"(0.5, 1.0)",146.9438
"(0.6, 1.0)",146.78833333333333
"(0.7, 1.0)",146.40616
"(0.8, 1.0)",145.92777333333333
"(0.9, 1.0)",144.49644
"(1.0, 1.0)",124.21388
