phi_men,phi_women
"(0.0, 0.0)",9
"(0.1, 0.0)",9
"(0.2, 0.0)",9
"(0.3, 0.0)",9
"(0.4, 0.0)",9
"(0.5, 0.0)",9
"(0.6, 0.0)",9
"(0.7, 0.0)",9
"(0.8, 0.0)",9
"(0.9, 0.0)",9
"(1.0, 0.0)",9
"(0.0, 0.1)",9.1914
"(0.1, 0.1)",9.181799999999999
"(0.2, 0.1)",9.158266666666666
"(0.3, 0.1)",9.140666666666666
"(0.4, 0.1)",9.109133333333332
"(0.5, 0.1)",9.0944
"(0.6, 0.1)",9.095866666666666
"(0.7, 0.1)",9.071933333333334
"(0.8, 0.1)",9.0514
"(0.9, 0.1)",9.042266666666666
"(1.0, 0.1)",9.0374
"(0.0, 0.2)",9.454066666666666
"(0.1, 0.2)",9.408933333333334
"(0.2, 0.2)",9.367666666666667
"(0.3, 0.2)",9.335133333333333
"(0.4, 0.2)",9.2922
"(0.5, 0.2)",9.265266666666667
"(0.6, 0.2)",9.216666666666667
"(0.7, 0.2)",9.1864
"(0.8, 0.2)",9.140266666666667
"(0.9, 0.2)",9.123066666666666
"(1.0, 0.2)",9.0942
"(0.0, 0.3)",9.756266666666667
"(0.1, 0.3)",9.6924
"(0.2, 0.3)",9.6476
"(0.3, 0.3)",9.607266666666666
"(0.4, 0.3)",9.555733333333333
"(0.5, 0.3)",9.490533333333333
"(0.6, 0.3)",9.4074
"(0.7, 0.3)",9.361
"(0.8, 0.3)",9.267933333333334
"(0.9, 0.3)",9.229133333333333
"(1.0, 0.3)",9.2152
"(0.0, 0.4)",10.160533333333333
"(0.1, 0.4)",10.128266666666667
"(0.2, 0.4)",10.0744
"(0.3, 0.4)",9.994733333333333
"(0.4, 0.4)",9.9054
"(0.5, 0.4)",9.8338
"(0.6, 0.4)",9.706733333333334
"(0.7, 0.4)",9.600266666666666
"(0.8, 0.4)",9.4826
"(0.9, 0.4)",9.399533333333334
"(1.0, 0.4)",9.354733333333334
"(0.0, 0.5)",10.724066666666667
"(0.1, 0.5)",10.667866666666667
"(0.2, 0.5)",10.624866666666666
"(0.3, 0.5)",10.557933333333333
"(0.4, 0.5)",10.442133333333333
"(0.5, 0.5)",10.3124
"(0.6, 0.5)",10.151533333333333
"(0.7, 0.5)",10.054066666666667
"(0.8, 0.5)",9.805666666666667
"(0.9, 0.5)",9.673066666666667
"(1.0, 0.5)",9.603866666666667
"(0.0, 0.6)",11.441
"(0.1, 0.6)",11.382266666666666
"(0.2, 0.6)",11.356533333333333
"(0.3, 0.6)",11.271733333333334
"(0.4, 0.6)",11.180133333333334
"(0.5, 0.6)",11.0266
"(0.6, 0.6)",10.854533333333332
"(0.7, 0.6)",10.622666666666667
"(0.8, 0.6)",10.375533333333333
"(0.9, 0.6)",10.1194
"(1.0, 0.6)",9.990466666666666
"(0.0, 0.7)",12.341466666666667
"(0.1, 0.7)",12.313333333333333
"(0.2, 0.7)",12.2494
"(0.3, 0.7)",12.169866666666667
"(0.4, 0.7)",12.071466666666666
"(0.5, 0.7)",11.912
"(0.6, 0.7)",11.695533333333334
"(0.7, 0.7)",11.441466666666667
"(0.8, 0.7)",11.050533333333334
"(0.9, 0.7)",10.7708
"(1.0, 0.7)",10.552666666666667
"(0.0, 0.8)",13.370733333333334
"(0.1, 0.8)",13.318
"(0.2, 0.8)",13.248466666666667
"(0.3, 0.8)",13.1398
"(0.4, 0.8)",13.009866666666667
"(0.5, 0.8)",12.9108
"(0.6, 0.8)",12.6786
"(0.7, 0.8)",12.4246
"(0.8, 0.8)",11.9954
"(0.9, 0.8)",11.558266666666666
"(1.0, 0.8)",11.29
"(0.0, 0.9)",14.155133333333334
"(0.1, 0.9)",14.088933333333333
"(0.2, 0.9)",14.0266
"(0.3, 0.9)",13.978133333333334
"(0.4, 0.9)",13.8242
"(0.5, 0.9)",13.7598
"(0.6, 0.9)",13.564133333333332
"(0.7, 0.9)",13.2966
"(0.8, 0.9)",12.787333333333333
"(0.9, 0.9)",12.2026
"(1.0, 0.9)",11.857066666666666
"(0.0, 1.0)",14.482733333333334
"(0.1, 1.0)",14.386533333333333
"(0.2, 1.0)",14.353666666666667
"(0.3, 1.0)",14.261733333333334
"(0.4, 1.0)",14.176533333333333
"(0.5, 1.0)",14.0298
"(0.6, 1.0)",13.812666666666667
"(0.7, 1.0)",13.517466666666667
"(0.8, 1.0)",13.0892
"(0.9, 1.0)",12.5068
"(1.0, 1.0)",12.173
