dispersion,mean,stddev
0,1.093,3.988013948728772
1,1.053,4.25679589730484
2,1.33,4.361435786770467
3,1.749,4.300522467502465
4,1.775,4.539050338779906
5,2.417,4.58520829790045
6,2.798,4.77744911223762
7,3.863,4.964562204049606
8,5.106,5.040453369506573
9,5.686,4.511070133987473
10,5.507,3.4113910049404463
