dispersion,init_mean,init_stdev,permuted_mean,permuted_stdev
0,282.974,10.271530200770023,274.776,11.218088742297422
1,284.064,9.805723248023762,275.414,11.211154444031884
2,283.182,10.402754953436252,275.656,11.39303587868774
3,282.228,10.064322987384138,274.462,10.731770487463436
4,283.484,10.06261678257828,274.994,10.83368364882442
5,282.954,9.921933962040574,274.788,10.39900642702651
6,283.536,10.230642016615786,274.834,11.141036279393292
7,283.166,9.496040942791598,274.354,10.522267827824997
8,283.308,9.565570357931882,274.64,10.844057689552777
9,282.978,9.72577489945092,273.996,10.409067266701923
10,283.36,10.02173989590042,274.196,11.408149532308165
11,284.406,9.705749179443519,275.726,10.44131054666337
12,283.078,9.546632515435459,275.082,10.111764017375314
13,283.626,9.956726208628375,275.456,10.08203147770502
14,283.636,10.030190099238085,275.24,10.983609577853604
15,283.172,9.28066147182998,274.934,9.598432361985745
16,282.64,10.168835253894208,274.686,10.076630436903194
17,282.838,9.391707210547894,275.574,9.5845841070445
18,283.968,9.996140337314525,277.414,9.741683879577455
19,283.31,9.73259198227208,278.374,9.261407632897138
